dates,oahuoahu0089_0001,oahuoahu0089_0002,oahuoahu0089_0003,oahuoahu0089_0004,oahuoahu0089_0005,oahuoahu0089_0006,oahuoahu0089_0007,oahuoahu0089_0008,oahuoahu0089_0009,oahuoahu0089_0010,oahuoahu0089_0011,oahuoahu0089_0012,oahuoahu0089_0013,oahuoahu0089_0014,oahuoahu0089_0015,oahuoahu0089_0016,oahuoahu0089_0017,oahuoahu0089_0018,oahuoahu0089_0019,oahuoahu0089_0020,oahuoahu0089_0021,oahuoahu0089_0022,oahuoahu0089_0023,oahuoahu0089_0024,oahuoahu0089_0025,oahuoahu0089_0026,oahuoahu0089_0027,oahuoahu0089_0028,oahuoahu0089_0029,oahuoahu0089_0030,oahuoahu0089_0031,oahuoahu0089_0032,oahuoahu0089_0033,oahuoahu0089_0034,oahuoahu0089_0035,oahuoahu0089_0036,oahuoahu0089_0037,oahuoahu0089_0038,oahuoahu0089_0039,oahuoahu0089_0040,oahuoahu0089_0041,oahuoahu0089_0042,oahuoahu0089_0043,oahuoahu0089_0044,oahuoahu0089_0045,oahuoahu0089_0046,oahuoahu0089_0047,oahuoahu0089_0048,oahuoahu0089_0049,oahuoahu0089_0050,oahuoahu0089_0051,oahuoahu0089_0052,oahuoahu0089_0053,oahuoahu0089_0054,oahuoahu0089_0055,oahuoahu0089_0056,oahuoahu0089_0057,oahuoahu0089_0058,oahuoahu0089_0059,oahuoahu0089_0060,oahuoahu0089_0061,oahuoahu0089_0062,oahuoahu0089_0063,oahuoahu0089_0064,oahuoahu0089_0065,oahuoahu0089_0066,oahuoahu0089_0067,oahuoahu0089_0068,oahuoahu0089_0069,oahuoahu0089_0070,oahuoahu0089_0071,oahuoahu0089_0072,oahuoahu0089_0073,oahuoahu0089_0074,oahuoahu0089_0075,oahuoahu0089_0076,oahuoahu0089_0077,oahuoahu0089_0078,oahuoahu0089_0079,oahuoahu0089_0080,oahuoahu0089_0081,oahuoahu0089_0082,oahuoahu0089_0083,oahuoahu0089_0084,oahuoahu0089_0085,oahuoahu0089_0086,oahuoahu0089_0087,oahuoahu0089_0088,oahuoahu0089_0089,oahuoahu0089_0090,oahuoahu0089_0091,oahuoahu0089_0092,oahuoahu0089_0093,oahuoahu0089_0094,oahuoahu0089_0095,oahuoahu0089_0096,oahuoahu0089_0097,oahuoahu0089_0098,oahuoahu0089_0099,oahuoahu0089_0100,oahuoahu0089_0101,oahuoahu0089_0102,oahuoahu0089_0103,oahuoahu0089_0104,oahuoahu0089_0105,oahuoahu0089_0106,oahuoahu0089_0107,oahuoahu0089_0108,oahuoahu0089_0109,oahuoahu0089_0110,oahuoahu0089_0111,oahuoahu0089_0112,oahuoahu0089_0113,oahuoahu0089_0114,oahuoahu0089_0115,oahuoahu0089_0116,oahuoahu0089_0117,oahuoahu0089_0118,oahuoahu0089_0119,oahuoahu0089_0120,oahuoahu0089_0121,oahuoahu0089_0122,oahuoahu0089_0123,oahuoahu0089_0124,oahuoahu0089_0125,oahuoahu0089_0126,oahuoahu0089_0127,oahuoahu0089_0128,oahuoahu0089_0129,oahuoahu0089_0130,oahuoahu0089_0131,oahuoahu0089_0132,oahuoahu0089_0133,oahuoahu0089_0134,oahuoahu0089_0135,oahuoahu0089_0136,oahuoahu0089_0137,oahuoahu0089_0138,oahuoahu0089_0139,oahuoahu0089_0140,oahuoahu0089_0141,oahuoahu0089_0142,oahuoahu0089_0143,oahuoahu0089_0144,oahuoahu0089_0145,oahuoahu0089_0146,oahuoahu0089_0147,oahuoahu0089_0148,oahuoahu0089_0149,oahuoahu0089_0150,oahuoahu0089_0151,oahuoahu0089_0152
2017-01-07 20:21:27.000,42.57106952494172,37.53326058658887,32.41059537129121,29.1290430927788,26.453575926533567,35.18720387712065,34.31436168167683,35.75935340612492,37.05873996148722,37.79619090289078,38.64044827672617,32.93143528688008,26.12218270188816,24.228099905551407,27.75017923204389,29.467771775278745,30.99976033388236,47.006703387852056,48.61176727515279,46.571304434127846,42.302100284552445,38.12894858512802,38.15809247393302,32.51614447457805,30.104720973045087,29.21786252889615,22.07989939059522,14.728447573872325,16.316145130309106,11.891696576160635,15.206090154808784,21.72322845048821,35.16887331186577,,,,,,35.362128800152526,23.21944950242547,21.6303885886923,17.635758185995044,16.667115952568683,19.368906273870003,18.5752363102918,18.94260509753812,15.240022514517555,12.74390116358526,10.588466160848212,10.553681489618372,17.200424073013714,14.30343481170646,18.662369819424185,24.678488553780973,31.07645123786334,37.47545073210233,35.495814574967376,35.27883826924386,34.24087720692354,43.89659500068109,48.79183621439931,43.791721576684566,36.33464501445045,35.216062915562325,25.73755921013652,9.03355596271008,7.7541871304901155,10.56215703118679,11.973704141173997,22.29595183082074,71.34552445141712,72.18118623970945,64.71322621045405,33.68628668818602,27.843907114073907,28.229774711829684,24.13596661405909,24.76611162881192,23.550131007729703,20.368224717220315,20.236106880678456,20.69066202042961,20.678516681423897,14.44057609283114,27.34497015178784,28.98326948874619,22.78480859833552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-29 20:21:32.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.601001886894057,22.60149037194988,21.79256763952392,22.11550893978985,21.81522717021524,18.24508712703385,18.75873462634072,19.12900123967724,16.728776954145424,22.12684769091407,20.10817865002678,24.78991670622284,30.560635718466493,39.98344895700899,51.96372357733203,58.6437556438993,55.88799971087966,55.010334160760905,62.87036817618456,62.41677321633992,58.37594403567433,54.99087582502772,50.98753473264064,37.61249935991925,22.23130600500088,19.45068006499142,20.92974567261673,35.31989875818565,,109.16885509767408,113.66797068429028,86.2423626209445,45.682390066841926,43.36926074087734,51.69036152302375,49.51488396799828,43.04039561768046,43.37230274940486,36.04854391678589,32.18203092115209,32.25526303298441,31.44736888726901,24.539295168366007,33.66960778247388,47.72329054321352,45.999005393028455,46.9606206586765,42.447100232336126,34.925966286267936,33.72102238779974,41.92525743235396,44.63099707045895,45.61652173062097,41.97815705861211,42.424280773486295,36.078367869927895,35.2536414289883,36.73652053040453,45.565412404658815,39.15422444834808,42.14221672134891,44.323781657808816,42.64724051423976,39.58775133673971,39.7691004674694,39.52907809512257,42.53243752435805,42.877946164767735,40.20957384590941,42.05534914207038,43.35046243246917,40.946446829131766,41.73626695111197,44.12229581367042,45.13896907767694,46.38264510780711,39.24768692408906,34.45958654482881,36.98063377020375,43.51108805790986,44.88263681473883,41.93117707491824,46.07295726184612,45.49096603293551,40.23460979512733,38.838795958190815,46.52899529958727,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-29 20:21:33.000,14.49010695091176,16.54994545938059,18.48590648629278,18.588257927108128,18.34764981400568,31.25460890539437,33.05202347278381,36.11624022868955,35.56153129817324,35.31587910963008,36.02043724791571,30.11925150014448,23.616293967471297,21.27943114882323,21.98191386530933,21.122572956070098,20.562784252378403,39.44454261232912,36.86551678317743,33.71664245728222,32.45730884220515,28.43661101738681,26.50396593424138,21.65804452778905,21.76981785856741,20.00481043327081,14.708467766733149,8.989867333427963,8.930631797669147,7.980236055942529,9.342066219684568,9.70786001097903,9.543261627489144,10.74455450577408,18.329032811080804,18.385557585730723,25.378548503522342,28.349185426768774,29.3159434487254,30.002339294249587,29.143139505006943,27.374544982802245,26.095482500173663,26.01329452639432,26.4630101100146,27.227579815227188,24.12956700309108,23.6645337029656,21.54270038347008,20.52640638094252,25.79036949578905,22.411727532220013,27.321876169545373,33.69831896747193,43.7206870201432,55.35691659711227,64.02019974701987,60.96217261181874,60.35659750463103,64.47734652820188,63.93378988630997,59.389520903185335,57.86008544933155,55.71298412802898,40.03921335223726,27.24224535184478,22.65551136036009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-07 20:22:42.000,12.979895254181644,15.582017458138411,16.595809472193817,12.773274517289371,12.228494347879227,27.23905550133879,29.56967554386752,26.49937428245716,28.06281026313028,30.949780461622705,33.41890135802463,26.489069268626167,17.43456481340153,13.886651739292752,14.85989071321742,18.26507431820909,15.439090988337224,31.599265701729333,29.63696536737893,25.069789542475043,21.75508435773012,18.48501640390684,20.839119658071173,14.779355296897016,13.954072222200582,13.09391647907226,8.290557042030892,3.666536422135101,4.492651582368017,4.559081974795274,4.173279672878066,3.799286505596031,4.103304800379403,7.704693637568213,13.202588485487684,13.805940262735003,17.12283316145663,16.01303739051923,15.232457714591938,,,,,,,,,,28.84619016924952,27.261624313152627,30.94756352504091,16.49502618084016,21.577109049091018,32.129820073542504,38.48730183950524,42.11363095964085,44.98265922259271,41.80583283681573,41.7183889730424,54.00409461949551,56.54932717554712,45.50544630657698,38.23541730421368,42.13355244177475,31.26844946993691,14.754822703760512,11.788554168655308,14.826286189548153,18.62310124717068,27.94567214786933,82.93425078850194,89.6962331111926,91.15644636189998,55.148020983804685,38.02798907239666,37.62451730507265,37.87932963415495,31.62099573972884,28.548115101602825,20.90255811998772,24.21422654990804,26.56833073419573,28.32050806444106,18.02958913987347,,,,33.42161260292797,28.246339298542985,24.69775525800512,22.059992642839635,20.562696035979325,22.277544915856826,30.740896456853427,33.6091214290738,28.655386609579377,22.10305325848056,21.81091531171404,22.30665224881928,27.327960088439006,25.49725845835091,26.02141467018734,28.20190312145332,38.65783465819266,40.36608289186646,35.17664912156025,37.51411662669082,43.03195426404714,41.63600351999469,40.54222805672544,45.82165533494832,41.60938504891183,39.06083588868619,45.50321551266097,41.32913947758869,40.99318409596109,37.46277641823019,29.368596532542444,29.737121828216683,34.08364765436174,39.94802846782251,38.99064377553859,35.69235153126115,39.73869739482499,37.66492909461672,38.93554294427941,,,,,41.62558241444593,36.92657465245596,34.56411883279369,36.223581361332506,36.37844134814913,28.134894907617166,28.783464550227464,30.016217092173072,32.950898345283896,33.24337871016048,32.485653870777774,35.00294676512787,33.82308854675483,32.09397072800264,28.90406895483802,31.864197173919862,36.53392392013911,36.73514511134865,33.234818283817,25.82649355313549,23.99494744577017,28.37489028017184
2017-04-01 02:29:02.100,,,,,,,,,,,,,,,,,,29.81880947194792,29.18541018597204,25.799030272869235,22.41174844358775,18.419571086808315,19.074155395594868,14.254117406208971,14.527405512229976,14.440693632221052,10.326384739177378,5.514534809899033,4.186830782862245,4.429317011123311,4.911568635141941,4.093139245020749,5.683691539045964,6.979327858693092,17.77752847603836,15.519331555532382,15.944382868020025,17.021773954032444,19.4250091220483,19.982245664585,17.56029860187612,15.110035334305277,14.960722755136558,17.37709510102104,19.027613307861312,19.45349371766337,17.458320281547955,13.13034570958639,11.971994861111998,11.824018975170333,17.227114229863933,12.674804661176656,16.488938587842185,20.28549182234717,17.36171417315356,19.062920568551,54.886487929296216,38.6386476306532,31.81016687612372,46.32509828511751,49.88573655786666,43.45797627343811,35.72375194989748,34.30812660655662,23.08291624812837,8.036651156822941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22 17:42:08.100,5.508950326333701,7.509810348381385,9.132856338042629,11.6413624712671,9.67028858842196,18.64038490538571,20.39905713204541,22.92692403058629,23.75628366598108,24.771610769980164,25.813465837989035,18.89756752826051,12.156522112184753,10.466403390297751,11.738844364347504,11.529905706356857,11.75820809272996,29.09948023741192,28.037700629104823,25.54551590854441,21.789190269259628,16.8633431702471,18.174270322119025,12.596712429579162,12.170453328923406,11.427502368560438,5.572209334015489,-0.3765015921974182,-0.3791509106403368,-0.6008753793251655,-0.3787454597538164,0.0061242241247254,0.4896095622788745,2.1018766360924,8.978574040505846,8.7418646199591,10.452344869783856,11.385802430637366,13.43891086378886,14.757685419174456,13.73783299044288,13.949119632999006,14.539723123110972,15.538175291199414,14.01164492002552,14.959363552826575,12.56499857399604,9.966761663914893,9.780985411052953,8.173974512980202,15.439454051856304,11.919447192707953,14.786009666517517,19.6741532297307,26.21996332303448,35.71131206487447,38.38536797505339,35.05875299706822,34.425439441795284,47.99110548839583,51.528853080599646,45.941955641992806,38.77533342701759,30.389495083735817,19.54756071909189,10.057508683828027,7.843200193268138,7.568436083247028,9.376504342745331,21.84355055047072,80.90371213636055,82.36197294479307,68.49224572060714,35.66098757663648,29.13468727246181,27.95735427554484,29.113976395712463,32.01648136707974,35.25840149637943,27.116034524647954,22.51169142097968,22.5658960706288,20.29013228753538,12.570606316986463,26.807313401446176,27.543376437672745,23.3914959314172,26.56648964451557,21.764509897167684,18.961413571281323,17.42051204488234,19.77695341050729,22.11539102697871,25.763746064582183,26.449564631606773,26.01557874004773,26.788599993846123,26.114495433122,25.69857385914165,27.024602405181604,23.83442930246701,21.69547893976464,28.96100949541862,31.184987427046345,32.89829688279605,33.95370519862154,36.0257060979797,38.484009663687466,37.07554956318064,35.694370020761426,37.137893220308165,35.41877247454344,32.60721109935313,29.500378972462,29.68095036481981,34.79652360820302,32.79855793460121,25.69920373934928,25.36914444940703,27.066668269184625,31.80983200824021,29.69714596057464,22.052824180256884,22.508853320322583,24.213283894529813,31.188658544104182,33.60930358553828,29.79972075838924,26.80272240316814,27.06488496741225,32.99746209447081,35.5032519623643,32.97178364238561,29.83435827728941,25.911905383223075,25.02215464065613,24.176821588230982,26.517031973525302,31.57233674855366,31.53291736404902,31.180424440440184,30.23914868447364,28.307260707416965,26.14389674084864,24.20626791752169,25.540386432992428,29.241449452117926,28.77062354718538,25.91134924508342,23.596205080711307,22.226255253450883,19.975128327034103
2017-04-27 01:38:28.000,15.388979050897078,16.041500465076265,15.974138230362488,16.898554309258568,15.950557375429089,22.97331856015933,22.13004587628141,17.92966384259863,21.269400163035183,22.89359007978634,27.04405966950308,23.82357298559784,21.834235263191875,9.739955480039477,10.47664770673796,19.359884000071403,15.766513851059624,29.521902158987533,36.3950926570955,27.82062031542934,22.81970177605439,14.236727200532483,8.89618300013172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.973142531287758,8.480695772650208,13.520512750227214,,,,,,,,,5.572941276552152,11.540285250881478,9.487602986404893,12.236162050729474,14.65032309290718,22.486747296100468,71.14961303782735,,60.38443658986745,29.460953219489063,24.204407845050664,24.6803023066082,23.5246775850108,24.79884439367489,20.064416003785208,21.40963014736656,22.60655093814708,24.627283719409387,28.757966369002705,21.362148960359445,36.98571595110233,31.10492771731716,26.165247394503773,40.45453859038345,50.6655384146721,50.0691905081577,34.56500981487444,,18.50114099455228,21.43932193307152,22.144527193430527,24.27703067713917,23.43550416254476,19.551241044539147,17.973517666629707,19.916971969566923,20.28917138591787,20.021839611421505,23.883075002909923,25.61263103129724,27.143402205338905,29.076153410218893,31.109484362429885,32.699000527231185,32.024165773732165,33.45756324058824,37.46602182217275,36.83905971731223,35.3118621243223,32.95188782074498,34.5362033116938,39.38151616788281,38.30272274501322,31.47678372078628,30.294005223238,35.38456479997073,41.17854112216335,42.21481072677375,,21.835255693950955,27.068156376554896,27.18902260464058,26.305817925197,26.190236683847523,29.399162817733146,30.732137818659822,37.32933104864362,39.22258982921682,36.394668874122885,29.778223206880952,25.289149211579154,25.375421698017,26.014066188636708,26.966653843536086,30.90379328098951,31.049955008213704,27.8692783930442,29.71722957248685,31.353963293030294,28.607372603498945,24.96748060829609,26.64635122814336,29.71995115830596,31.64757029516544,30.1779148371492,23.95435432776048,20.74933018591877,18.68149735681856
2017-05-02 00:12:33.000,,,,,14.778226800549476,26.797162607672995,31.510388084720173,35.14899542882253,36.00538227722061,32.45246113436995,37.51079756683488,33.765833431158946,20.407291528925075,18.57511362988833,27.021237343854686,28.192028882600336,24.647600356176586,37.189822166483246,30.48793799370046,28.27657878638765,26.08490246011471,21.14228441554492,20.884498061023784,19.54405014047376,19.510283483883416,18.58815760502024,11.94903516745248,5.103832788145191,5.908997827807549,5.847452497854524,6.4941708577746144,6.195247626580151,11.44046243856159,14.175020798941656,19.72883073477601,18.2908450648102,22.21344553350367,25.8358356424419,27.23260072071432,28.637067737207,27.36781094101701,26.813038331496884,25.926179479234325,26.92035844981029,26.696082111474976,26.154276989826908,22.309881368292785,19.238733315246225,19.06500644738065,18.97755759179853,24.80567190765392,19.994118617725054,23.13844204550092,28.466543693106924,36.46588233667666,48.385968720304085,49.4196705770751,43.39930607026778,43.01722585141315,57.76061438740439,58.14902077242618,53.28276669114921,48.15943908471562,43.46082313579261,32.49748552696033,19.12025608046349,16.99045984627976,23.824896816525136,30.424080043539185,36.49491358758923,86.33520782775258,92.3785092649618,81.01078230699773,47.72920260084699,41.7867542134703,36.87219980475775,36.05190835246143,38.59810322211778,41.25086266668003,43.06280896945447,42.19401628055986,29.01518944611785,29.49797081848595,21.621118146709733,,,29.36763903896281,31.791993195386848,29.46338088772373,28.71580850338997,25.868392641597165,30.396770463590173,27.725614533915103,28.51533922492793,26.993384454179388,28.36387641575668,,,,,,,,,,37.73700243983355,36.32018630217895,38.01470801317081,36.004290052747734,35.92077890383536,39.71027271246789,38.86272862711458,38.57383394224319,,,,41.74328156175084,34.20770749911594,35.033701730137984,35.846174554692766,41.50968479671618,40.96726591454722,36.37222229241666,30.54933260892628,40.79722157945807,,,,,,,,,,,,26.734977066464303,26.719540794551524,31.2201473579236,32.59029555756723,32.229361149458654,36.05775122141339,35.68685327576787,33.220873242292825,29.792783815372903,29.994302371859384,33.059491332905154,34.980026028002584,32.09058229187883,25.246458854429736,23.36839488920419,21.768914839236142
2017-05-07 20:17:19.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.47128232074833,26.12606947045669,23.72266657476955,24.83412925013465
2017-05-07 20:17:20.000,13.0160258740283,11.49559125430592,12.77530922134913,13.338661126947184,11.044026358021606,20.021518838745664,22.29108914206742,25.71101658543891,31.50331446863405,31.11844164394461,30.68509312053613,25.22120848937756,17.857468929105465,14.424791681317318,16.009570003191477,17.110862044168574,17.449931096783555,33.69043480090138,32.613481030097795,30.19292201567948,26.31880017722416,20.336530688112504,19.75153412133682,15.144819323973776,16.178815271046506,16.341898580543027,10.48925363246838,4.872902281839311,6.365594036819439,5.962096319902152,6.435730237068034,7.457987675575875,7.969806447364137,9.3687409253332,16.876915043282292,19.86945850819756,21.85723500374498,20.275507233201893,22.26332223102195,23.972720797712345,23.35523343912616,23.457424459211737,23.39821790974096,23.22227835060518,21.99917489885008,23.16577916661107,20.110365854177463,18.046055261356983,17.790929309275544,17.57408926828519,23.63182812295344,19.383606479465463,23.5313960713623,28.45733226875814,35.24307305464372,45.9083195857909,51.74505784129096,50.27359618954418,49.53962542290154,56.31473976346879,56.64982620697904,52.34029714326046,47.53749007694486,39.61524785250995,29.30601415513699,17.69639092499755,15.412953069485985,16.800607365101932,21.27724784485032,31.199493550512305,86.83079073883509,92.02842369138948,78.72413633711092,44.33925811242901,38.327687587879424,42.376753522806624,43.15723952625572,32.02811710667244,33.245022036142885,27.92842781889603,29.02229193032304,30.22732251146965,28.066700862179903,19.475713370263502,34.32907132978778,34.204209832708486,29.86074887758388,33.55510021562006,33.1769833874083,32.710754715651426,26.66472596030385,27.17107599069461,28.17950190440389,27.276456002565105,28.77501839591188,31.83422445052368,32.15008585201759,30.43310857421537,30.61016900749353,30.49854849268265,29.74292063542259,30.778749707797928,32.276683386727605,31.34953671951409,32.902250503820774,34.61061088139935,37.46744235712589,40.15147925356324,40.91310070447238,40.21520312919618,41.44325077004044,41.01736683731068,37.80807307211708,37.0349149534827,39.207048259377856,43.59980451699892,43.6080674255517,36.01791790003837,37.06464154225471,39.9176747411434,44.67181568919681,42.69399086349459,33.66722408311752,28.82867664311319,32.628106111023484,34.03498485915419,29.87209659494312,30.91757519881705,31.230917220213648,33.756608560715755,39.218291092949045,40.52465063642823,35.643382895686976,29.911368478209,27.558897691976515,28.126550995870435,28.97557983767344,28.88536615267672,31.52767752218365,32.18472365075888,33.31844199601833,35.778598553411584,34.69848345421289,32.29356822226732,29.458872119406468,29.97348565950193,33.8227428313334,34.65325670637939,31.491762353161214,26.82826438736621,25.4575663253527,26.00445451795984
