dates,oahuoahu0020_0001,oahuoahu0020_0002,oahuoahu0020_0003,oahuoahu0020_0004,oahuoahu0020_0005,oahuoahu0020_0006,oahuoahu0020_0007,oahuoahu0020_0008,oahuoahu0020_0009,oahuoahu0020_0010,oahuoahu0020_0011,oahuoahu0020_0012,oahuoahu0020_0013,oahuoahu0020_0014,oahuoahu0020_0015,oahuoahu0020_0016,oahuoahu0020_0017,oahuoahu0020_0018,oahuoahu0020_0019,oahuoahu0020_0020,oahuoahu0020_0021,oahuoahu0020_0022,oahuoahu0020_0023,oahuoahu0020_0024,oahuoahu0020_0025,oahuoahu0020_0026,oahuoahu0020_0027,oahuoahu0020_0028,oahuoahu0020_0029,oahuoahu0020_0030,oahuoahu0020_0031,oahuoahu0020_0032,oahuoahu0020_0033,oahuoahu0020_0034,oahuoahu0020_0035,oahuoahu0020_0036,oahuoahu0020_0037,oahuoahu0020_0038,oahuoahu0020_0039,oahuoahu0020_0040,oahuoahu0020_0041,oahuoahu0020_0042,oahuoahu0020_0043,oahuoahu0020_0044,oahuoahu0020_0045,oahuoahu0020_0046,oahuoahu0020_0047,oahuoahu0020_0048,oahuoahu0020_0049,oahuoahu0020_0050,oahuoahu0020_0051,oahuoahu0020_0052,oahuoahu0020_0053,oahuoahu0020_0054,oahuoahu0020_0055,oahuoahu0020_0056,oahuoahu0020_0057,oahuoahu0020_0058,oahuoahu0020_0059,oahuoahu0020_0060,oahuoahu0020_0061,oahuoahu0020_0062,oahuoahu0020_0063,oahuoahu0020_0064,oahuoahu0020_0065,oahuoahu0020_0066,oahuoahu0020_0067,oahuoahu0020_0068,oahuoahu0020_0069,oahuoahu0020_0070,oahuoahu0020_0071,oahuoahu0020_0072,oahuoahu0020_0073,oahuoahu0020_0074,oahuoahu0020_0075,oahuoahu0020_0076,oahuoahu0020_0077,oahuoahu0020_0078,oahuoahu0020_0079,oahuoahu0020_0080,oahuoahu0020_0081,oahuoahu0020_0082,oahuoahu0020_0083,oahuoahu0020_0084,oahuoahu0020_0085,oahuoahu0020_0086,oahuoahu0020_0087,oahuoahu0020_0088,oahuoahu0020_0089,oahuoahu0020_0090,oahuoahu0020_0091,oahuoahu0020_0092,oahuoahu0020_0093,oahuoahu0020_0094,oahuoahu0020_0095,oahuoahu0020_0096,oahuoahu0020_0097,oahuoahu0020_0098,oahuoahu0020_0099,oahuoahu0020_0100,oahuoahu0020_0101,oahuoahu0020_0102,oahuoahu0020_0103,oahuoahu0020_0104,oahuoahu0020_0105,oahuoahu0020_0106,oahuoahu0020_0107,oahuoahu0020_0108,oahuoahu0020_0109,oahuoahu0020_0110,oahuoahu0020_0111,oahuoahu0020_0112,oahuoahu0020_0113,oahuoahu0020_0114,oahuoahu0020_0115,oahuoahu0020_0116,oahuoahu0020_0117,oahuoahu0020_0118,oahuoahu0020_0119,oahuoahu0020_0120,oahuoahu0020_0121,oahuoahu0020_0122,oahuoahu0020_0123,oahuoahu0020_0124,oahuoahu0020_0125,oahuoahu0020_0126,oahuoahu0020_0127,oahuoahu0020_0128,oahuoahu0020_0129,oahuoahu0020_0130,oahuoahu0020_0131,oahuoahu0020_0132,oahuoahu0020_0133,oahuoahu0020_0134,oahuoahu0020_0135,oahuoahu0020_0136
2017-03-02 23:39:25.000,24.858412975756416,20.22564415942957,16.5768848972231,17.602308226500384,,,13.469149063558657,12.60500749757785,11.393416901772508,15.702482167873566,13.514211069657655,11.595455902057775,10.70828273296028,,11.744196756595644,-14.701513954944897,-15.944999913312042,8.976126614423578,16.231919434154275,-9.30841992537891,1.702326399993953,12.204472369392708,16.270036530587607,14.771797132429665,11.209870993360118,5.137939864362994,-2.626351866394488,,,18.079259566075766,20.57110408680415,15.018234618532109,19.78713685739424,18.866693522273284,19.38141048407174,27.31238450465424,18.731218289743573,19.15061185091609,20.13083170193429,21.74300448962119,30.18721446155948,23.707613280403923,23.87004332041976,16.648186782106688,17.570247978007878,19.65927997264016,19.437370924671367,20.18753590168165,15.434495595336958,10.578016706612582,20.26490515702416,32.398043978602225,24.53053671656124,17.35177219410681,19.283596170353253,23.62890736359871,22.114921356446384,36.405019526041535,,-9.757175142871258,-1.1428469786540638,6.723646392120233,11.176678462639602,11.749928267391136,14.482659036796218,20.810453146478224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-02 23:39:26.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9927096121752,29.32370490397869,21.94591460151753,19.85272320955988,19.40131205790324,22.22236565502941,22.07393378745739,23.150707599443248,30.7146853467333,22.23025479737101,24.93254928054656,21.29960745146175,34.82569476527676,32.380341204052606,27.17546953269988,31.63767326083504,16.156700952392786,17.566048573442682,19.65599386885969,19.51122447136378,20.36004462672312,12.455497074851902,10.315897779323496,16.942552301304463,32.47141030999668,22.016197280999176,17.351914262902287,19.691799429663288,21.33307282938073,22.865910344443936,32.32648785466814,30.803751742668503,31.90030461531526,36.55806505010612,36.51929035219143,28.98030126530973,27.18741346549981,28.170941073890685,21.005679220999703,29.15746543876385,33.6007112755497,33.599474333881766,31.954363001803006,26.43926038644464,26.29153459835032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.20700791670673,18.860833763962862,,
2017-03-07 20:22:35.000,21.97219462393388,19.837912194420667,19.174353438896567,17.459383112592192,18.26474657059672,22.369947954599017,17.09841490702516,20.716589821620943,23.455949975712755,25.225342446409183,17.71271769985254,15.285932560532006,13.527464711725084,15.013764723685684,13.552107606954367,12.233937161873635,14.790853073126096,14.973216202903702,19.390036012694058,11.19661806999104,14.274883468627204,22.51503769267356,24.36887491385216,21.475494782840443,21.807548935743,22.059326801623627,22.128666409070537,17.666287571201174,21.00864536817169,15.077265074587917,18.59340562105857,21.07849446271061,19.52937101605267,20.18136263307216,24.8593533061919,30.05418822329716,24.74989016698737,19.141548928199963,21.173285954003543,17.444040484806372,29.786198962767315,24.625451172979776,23.767720072230965,13.319955883112836,13.70979882821532,13.48428039435399,13.574733871933171,16.51217640896912,9.141900114975938,9.222917396881366,17.36391929467291,22.61617410680485,17.59926104325435,17.393729279557213,19.491080733755588,19.97870076697729,20.73933490819875,18.22613744747901,12.669509757157051,20.881997837567337,17.118218967096865,21.460148058948526,20.553960448409537,20.916531206837146,19.28809557006292,17.292953998819307,19.611195923410754,18.743163570264663,18.86316306423016,18.55279197871136,14.191727218938228,15.140150812619114,14.265427446800448,15.406695742400226,14.514756401113496,13.027594122548509,15.1191860308158,15.925781532916298,20.43757016994237,19.70821393728152,19.887016219511462,21.456528496807103,20.731418252778354,16.66979721249448,19.4006036183398,19.08299830695972,22.98630372320766,21.30887568274286,21.81331517849705,21.84597648358996,30.87454719479117,26.37226477403991,23.387962598857506,17.31412628199549,16.783795309278084,16.56089089632634,10.875452002597264,19.66769054285536,14.83072911449547,16.664404037501072,17.138978728721426,17.512650893377497,20.792937183724973,25.034516447191347,25.666747546195417,27.5182545855964,27.53835929863858,33.73751785605581,32.24440051954277,32.54978486948836,21.008460125233256,26.19092262087961,22.31040685390529,20.23871680512816,21.754951456850748,,,,,24.68608046472044,20.771197942817,20.705048856360538,21.608332408601825,22.606161339687723,23.834366540050524,20.898407434329883,20.9568027897684,15.807659159024997,21.63302230588737,30.077808066795782,17.752041284812172,5.242333382274116,10.401141651722885,11.728299296441303,17.360578288801634,20.252614656434663
2017-03-07 20:22:36.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.527721695651472,20.138596777145803,20.325032447321902,21.54016431780776,26.680874659874192,23.67777874067109,23.26903221374252,27.31404443698326,29.207734231294,29.179992340299503,24.92535635109364,18.763234573581688,18.905316717899883,19.719802681138034,18.08720302503712,21.232476241538546,16.154040424893825,16.126423399507342,18.971542553580168,18.695448594841377,22.9257386070206,25.61663190443489,26.15529225312147,32.52408645663422,30.91810927205223,34.64751829795534,34.377316432367785,33.869706535078606,20.95782959177507,24.49123147942761,22.287833282763923,20.180722535056542,19.749679192002382,24.24161926026025,24.37136345347371,25.938117794863288,18.507512610103124,18.88309872653253,20.771213839500845,21.62118063014753,19.99616633194804,21.87233402409851,21.71163050672105,20.601265857262195,19.69346699169743,16.713806473940277,24.2953730313941,30.339677009202827,20.47133652639881,7.75591433477385,9.83220443011882,12.679739726586146,20.18357851185644,21.200797283366644
2017-04-05 20:23:52.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.476807096836906,-9.59250553513299,-9.562702431746969,-7.306440438401794,0.2062818534519573,2.709235804901687,11.474273216890952,10.046845728981983,17.197686199926164,11.534236677519775,19.49918089060613,20.455286448361186,27.404015657297563,26.38061787987174,,-6.4579388686679495,0.7323039254638518,6.287164138189865,11.21365746845373,11.598228418460003,47.867774418565936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31 02:55:47.100,-2.866673691067896,-1.9931894777441712,2.999729571165449,6.014848382425018,4.873805487105368,-0.9941032451586912,1.183428193497025,5.906027709010892,9.005192668534175,6.588313999656186,-2.8171428410720702,-7.1807222825683175,-11.694017171009603,-8.02190371005513,-5.043504912319562,-9.136869359311772,-8.841082481350156,-6.712303258324417,-1.9612123423464247,-0.7725415357827079,-0.4422523157594866,3.426635863582905,6.7821879143799775,10.027858493425114,14.657318927179006,17.800352635452775,20.4428791689591,19.67859534641934,12.250335334533704,6.225897959671541,7.227351126669919,9.724968435760893,8.253812395411497,5.397975168352441,8.056110472395897,10.297672560134975,11.735353822262146,7.582342823520991,-2.391477149645106,26.16260958753212,-2.312079251340724,16.947845051087818,16.58139401022865,-0.4671081825796832,2.223458583875309,5.162383672026496,1.4846055862413217,-2.7645832522603744,-7.87431088981631,-14.559836046609949,-7.915603348004766,-3.0219709459190165,-1.882042546988825,-3.635935544796141,8.381695110513736,11.249671886425194,3.3971302128779675,-0.7833020212006945,-7.133770261844979,-2.2023622731799586,-6.172557894440577,-2.7921077073310743,-0.609117430752623,-0.3209734357266969,0.0468689979570728,9.279075733572114,19.67864680655874,22.425210681008807,18.088607632020427,11.93381189883965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-06 00:34:44.000,19.763743371846527,17.75518323142402,18.476711302824302,19.42053626143933,22.72377708099247,19.591166214312693,16.093462253821748,33.53943863693866,39.34636033031227,31.22322290418928,30.54520826464717,22.801179838908723,20.0063089926932,39.42365114958132,,,,,,,,,,,,,,,,,,,,,,23.555361118922967,17.907716345792146,21.52984914818784,11.047325167555249,11.60591838695134,27.694356101297785,10.965691305829964,23.55069914516264,13.683659613788455,11.339574524867238,11.375612504113558,9.750322460461536,13.100710095242103,6.702796672594353,8.337209539478359,8.765092841228032,13.305822573663072,11.705638333837872,7.654263119820971,13.62003152551312,15.147153776465617,15.664143131143897,16.684444358777064,11.506789800220028,18.22781080295873,14.959518308426064,13.96015388621695,17.17307361634304,16.230095676769125,13.514301546415451,12.855528865013005,15.43349258162479,14.958013732329148,15.475065011732752,15.024861685347638,13.572177754636314,14.523245878937992,15.683295274529437,14.001619379811444,12.564850311708518,14.707280179672374,15.074659742223773,17.640367892301555,13.40068975456908,13.758683302061996,12.755822591104426,13.150279500935866,12.816580038791871,15.452020995537112,16.653517635721823,15.5597661742978,13.095029230645729,10.654813383676125,15.112759062401508,14.59299154780777,13.63656119288661,11.204042840517609,8.786358808615123,11.695658970483032,12.3662834808922,11.084105113547352,5.1825627236962895,14.389697947728664,11.030467760941576,10.675530833545084,14.114485013784297,16.691580784819447,23.378246127496983,24.24801587549826,17.731893564981256,14.962890375199663,12.0979409385954,10.515488438386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-06 00:34:45.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-06 20:18:43.000,18.179206578900253,14.420368572171387,15.814648674190236,18.97613620200698,20.34479662718037,18.41362540814458,11.486731793421402,15.100693377030378,19.12051511411837,20.948238839229017,15.64804018951796,9.370979869214532,6.865427680131631,8.437017199247624,9.601418742826615,6.476351716507804,8.276674217428788,12.966592319528868,15.242965421604072,13.90137659149156,12.06853550415941,10.885461984415585,10.228590285061436,11.239836478276796,18.35879519037916,22.84956836610274,24.70867069254832,22.383538873517782,22.33356976435262,16.07989699805542,12.409313843792692,16.26497183770603,18.224422774866262,20.25191894376005,28.093661369288885,28.45638265773828,19.339973756473604,18.996787008183748,15.17943363466759,29.001154432735927,28.21575089096193,23.789460420018525,22.26634752932496,10.363958022653744,12.245246273113022,14.479335288241476,11.773043411470423,14.54005784352724,5.750376183161947,3.969641733835704,13.332450999624252,24.02867378776149,9.005961377242631,9.160043261658778,24.46849399378857,26.767978518325496,22.336731746528148,30.55716409243126,31.89830906136969,35.52074827096662,33.95313324567751,34.920637415351614,27.95814393469752,23.33417382859508,22.023633084428784,17.508479295441635,22.942299684572905,25.04688989777933,24.31745335975541,20.386299502109605,20.50861539299474,19.575628339111137,21.38204824863668,14.866817117019526,14.303732993553483,22.45351682897306,20.70448038419724,28.868883926774974,17.96759536692159,23.397771708480047,14.151096753027009,14.162509086724622,14.3397763628402,14.515620070698867,18.485496981693245,16.474993056032137,20.26746500592065,17.464647931191788,20.624593366071647,18.59424580875101,25.47174093800109,12.580948036433792,13.724669543052377,12.460143526491192,13.35825621818962,22.012120242506715,10.057045959137444,24.92564051805477,10.826621011064876,13.28460728506602,22.282219254731064,24.733705973634184,29.39423826333039,24.985928024147345,15.779368192818406,18.083733414281337,17.66972095874733,29.98601711097198,33.1153254312143,36.8173874842403,14.78107920125404,29.11274943078106,36.57667148918468,31.72723608163876,31.68102093666345,32.75645200058965,,,,26.25696777038006,31.2382816595568,17.759700810210052,19.288823109917875,16.73294018178642,39.3165470289909,22.097277863531207,19.20096437513321,24.282951237979567,18.777804587581088,21.4082506760215,9.786927048272904,-2.1056379868805024,2.1240719819571723,2.7679357980528856,8.449749367704403,14.579120489022191
2017-06-11 20:19:48.000,19.09061433745642,13.996340818951838,18.756009463123,22.885766022260487,21.912895883158,24.393656303103715,17.68993590669676,21.44498959441904,29.71900981241524,26.958840134981426,18.329546698938827,13.207465322082784,16.403103629052747,16.925810141364042,16.152962566470332,13.083930404770344,16.24397764074948,22.80251369831682,21.3268887961388,19.18130581199448,15.331752751538106,15.960889612184014,14.834669756359384,14.286515679186694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
