dates,oahuoahu0047_0001,oahuoahu0047_0002,oahuoahu0047_0003,oahuoahu0047_0004,oahuoahu0047_0005,oahuoahu0047_0006,oahuoahu0047_0007,oahuoahu0047_0008,oahuoahu0047_0009,oahuoahu0047_0010,oahuoahu0047_0011,oahuoahu0047_0012,oahuoahu0047_0013,oahuoahu0047_0014,oahuoahu0047_0015,oahuoahu0047_0016,oahuoahu0047_0017,oahuoahu0047_0018,oahuoahu0047_0019,oahuoahu0047_0020,oahuoahu0047_0021,oahuoahu0047_0022,oahuoahu0047_0023,oahuoahu0047_0024,oahuoahu0047_0025,oahuoahu0047_0026,oahuoahu0047_0027,oahuoahu0047_0028,oahuoahu0047_0029,oahuoahu0047_0030,oahuoahu0047_0031,oahuoahu0047_0032,oahuoahu0047_0033,oahuoahu0047_0034,oahuoahu0047_0035,oahuoahu0047_0036,oahuoahu0047_0037,oahuoahu0047_0038,oahuoahu0047_0039,oahuoahu0047_0040,oahuoahu0047_0041,oahuoahu0047_0042,oahuoahu0047_0043,oahuoahu0047_0044,oahuoahu0047_0045,oahuoahu0047_0046,oahuoahu0047_0047,oahuoahu0047_0048,oahuoahu0047_0049,oahuoahu0047_0050,oahuoahu0047_0051,oahuoahu0047_0052,oahuoahu0047_0053,oahuoahu0047_0054,oahuoahu0047_0055,oahuoahu0047_0056,oahuoahu0047_0057,oahuoahu0047_0058,oahuoahu0047_0059,oahuoahu0047_0060,oahuoahu0047_0061,oahuoahu0047_0062,oahuoahu0047_0063,oahuoahu0047_0064,oahuoahu0047_0065,oahuoahu0047_0066,oahuoahu0047_0067,oahuoahu0047_0068,oahuoahu0047_0069,oahuoahu0047_0070,oahuoahu0047_0071,oahuoahu0047_0072,oahuoahu0047_0073,oahuoahu0047_0074,oahuoahu0047_0075,oahuoahu0047_0076,oahuoahu0047_0077,oahuoahu0047_0078,oahuoahu0047_0079,oahuoahu0047_0080,oahuoahu0047_0081,oahuoahu0047_0082,oahuoahu0047_0083,oahuoahu0047_0084,oahuoahu0047_0085,oahuoahu0047_0086,oahuoahu0047_0087,oahuoahu0047_0088,oahuoahu0047_0089,oahuoahu0047_0090,oahuoahu0047_0091,oahuoahu0047_0092,oahuoahu0047_0093,oahuoahu0047_0094,oahuoahu0047_0095,oahuoahu0047_0096,oahuoahu0047_0097,oahuoahu0047_0098,oahuoahu0047_0099,oahuoahu0047_0100,oahuoahu0047_0101,oahuoahu0047_0102,oahuoahu0047_0103,oahuoahu0047_0104,oahuoahu0047_0105,oahuoahu0047_0106,oahuoahu0047_0107,oahuoahu0047_0108,oahuoahu0047_0109,oahuoahu0047_0110,oahuoahu0047_0111,oahuoahu0047_0112,oahuoahu0047_0113,oahuoahu0047_0114,oahuoahu0047_0115,oahuoahu0047_0116,oahuoahu0047_0117,oahuoahu0047_0118,oahuoahu0047_0119,oahuoahu0047_0120,oahuoahu0047_0121,oahuoahu0047_0122,oahuoahu0047_0123,oahuoahu0047_0124,oahuoahu0047_0125,oahuoahu0047_0126,oahuoahu0047_0127,oahuoahu0047_0128,oahuoahu0047_0129,oahuoahu0047_0130,oahuoahu0047_0131,oahuoahu0047_0132,oahuoahu0047_0133,oahuoahu0047_0134,oahuoahu0047_0135,oahuoahu0047_0136,oahuoahu0047_0137,oahuoahu0047_0138,oahuoahu0047_0139,oahuoahu0047_0140,oahuoahu0047_0141,oahuoahu0047_0142,oahuoahu0047_0143,oahuoahu0047_0144,oahuoahu0047_0145,oahuoahu0047_0146,oahuoahu0047_0147,oahuoahu0047_0148,oahuoahu0047_0149,oahuoahu0047_0150,oahuoahu0047_0151,oahuoahu0047_0152,oahuoahu0047_0153,oahuoahu0047_0154,oahuoahu0047_0155,oahuoahu0047_0156,oahuoahu0047_0157,oahuoahu0047_0158,oahuoahu0047_0159,oahuoahu0047_0160,oahuoahu0047_0161
2017-01-01 20:19:46.000,135.0539952058155,139.68500685521795,144.78967087854437,148.44327576723103,151.0068954973279,154.99257392806462,154.9534683648039,160.98939186768334,167.90852627356583,168.85769297444912,169.7825440135155,175.6565804609091,175.95602488302853,172.39845667315691,163.5538243957498,165.64996155891592,172.6630577414268,188.1455846073254,177.61056524517457,163.97638112964125,168.1274686772277,169.3500704599174,166.19076560550994,159.13639598625792,158.62119979410514,166.78128564638337,172.56397340238374,180.3523790212523,179.97790192010825,182.2883810926971,177.88698924758776,175.43201249027302,178.58781734329858,171.00913150130734,173.36846290348728,175.8430321940567,177.7320582817495,180.9282638722403,177.26975888919716,176.25478620711385,174.70445154278053,175.4836834655545,,185.4550303397565,186.22770053594985,187.0091219653849,189.82446340907683,183.8270789844216,180.7938298551362,186.16155020386083,188.8091518129025,188.08092061690868,181.2816565718929,179.36307742250764,177.2855678046249,173.90470508713096,176.88304818181834,177.26813646352429,169.2300785570954,188.11097900883289,191.8247004307553,194.0108212184265,189.59105116061525,179.2819843364981,169.29606756723544,168.87795374828258,174.16064887174667,177.5633494988219,166.81156449343624,160.44787791839653,157.76156351371915,160.87457447798053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01 20:19:47.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.14787511460227,177.67228367688597,178.9115596770803,176.39351816931472,176.25601241753694,174.73115201746336,174.96182882936554,171.5134811238728,163.5918884236497,185.3496903701539,186.700892073692,190.41835201064671,185.85398919873708,181.41539952492548,184.0276621562175,187.95564431378972,188.1047838185789,183.37364578058063,180.6892563109264,179.84549833304408,178.628309992076,180.2844033165905,176.33355353076465,172.12677867385793,184.9824881080076,193.16107173165025,195.54266462017188,189.3735883483345,178.16326072003255,170.99308871990647,170.5718996982119,175.994994557169,178.0609419796414,167.41269848815082,163.48774220165836,171.59310437343467,178.15515881401174,189.15298902610408,188.9597782268037,177.940133581011,7.007771076344076,9.37333780142941,13.27137163775774,18.5354655335462,24.686392176279707,27.182294394990905,31.432492837149645,30.85735122520986,27.80147943488959,25.491003237502387,28.886620555611547,28.21523007707629,27.61205417480515,27.302059520116607,32.60324748588224,35.06078977280748,30.946453758171582,29.273863242218425,31.998847477173328,32.631412798605155,48.92755195736748,50.143186285217,50.582576288940615,50.167966989934776,43.16998601237509,34.10535244016582,25.57180832362437,25.37102979214027,32.10886552069254,39.52247100630795,39.82613369203452,28.9651034837808,25.41815745647756,25.240442511194868,25.5702817055818,25.52939944047128,24.13251587774478,26.67815983769578,29.52814159857743,30.73950180576302,27.159940644066936,22.89202421792537,17.027795358269906,15.393393278909551,16.422828155984423,16.620196938701874,15.60104100725584,14.975705937352114,17.29728227540404,18.4206894466468,17.977387600449923,19.54603603276124,18.44393323477357,20.937608887406675,26.51936997076996,31.3545969471794,36.452052485514535,38.73869678060663,42.02455183158338,36.590843612428046,32.34390736725452,30.898268356571307,22.88935140110892,15.367246178430277,12.357142401966792,10.238254633039242,13.248245810751945,15.54384278966772,14.29225536407965,16.1463452357878,18.27404508823499,23.09726755999775,28.074760767018176,23.30552817106172,23.81456815482473,19.739264034953585,19.59533922344539,23.64277037453019,29.39792065398488,27.594807412066185,26.83244220504727,29.5295262385142,30.445166007710142,32.1585608358672,31.6739682530563,27.14200003675432
2017-01-03 20:19:06.000,,,,,,,,,,,,,,,179.24106404727522,185.3351170201165,170.76862178229717,161.2882927321237,154.32252697290812,143.62103206892465,134.89160665326526,134.16433490722778,147.52621363797292,168.20728969564897,175.0559687809539,170.67923724102758,159.75975227430365,153.4915918821962,147.8445887377544,,148.8235633590148,147.8904055401975,148.2717687767283,151.1350259784528,156.2940753240989,158.39906273594397,151.60926143958565,150.02709425619193,149.8395909768023,161.53998444494425,162.3869940905395,157.5572846882907,157.94220863581336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-05 20:19:28.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.53323027152432,52.330930734534256,53.100693520051706,51.4799145481987,45.73453416606871,37.94215193941293,33.70639821798925,32.67186575940499,35.93865827914766,42.880310413915446,44.96993920208118,32.62381868780259,30.50936965557502,30.74325515229601,33.22615624496161,30.55224786492322,28.779854426889084,34.48300618076457,33.032027999612986,31.3304107739196,30.55663444578009,27.017369775492742,21.045355577563964,17.39086300720908,18.286760624906623,18.86575832011054,18.6382531868271,18.37737439383828,17.80027845884209,19.59615908728723,19.001469871695026,20.82538809447304,18.842275524688755,15.685226654697226,19.8089306943716,23.11571274454417,28.26862385955007,32.56291920317908,29.113195516563657,35.097300757156425,30.325869305416777,30.099885592011915,22.753679686163064,12.45156850383287,10.547434978606082,13.183558357724118,16.5549523597083,20.598092485432108,21.586514130361195,20.26919620656498,19.8911858166138,25.30254566508452,26.15316628911,22.32741584160924,18.848305407784483,20.58664469901764,24.78968667024737,25.10046901893152,28.815423765330493,25.586007085378927,23.97642618835612,27.041095633727053,30.503899130959656,31.677635313912862,32.78847589873063,25.87420257191755
2017-02-18 19:26:46.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.785204138921188,24.430068807753084,23.521488698259063,24.183463752020984,23.793387478236184,23.948356439238506,25.86890224355808,26.28017868311132,22.387952200962136,23.215747787624583,28.111572370443778,30.86388296538824,48.060328706709925,47.15735747483313,48.761899814494456,49.601206404896445,44.96789473605216,36.76232126471661,30.36701691941288,28.46289873570251,32.64423339035009,41.51556987626845,42.21976013358437,29.6632885477968,26.5771064425112,24.523805595555142,26.62093833781778,29.426617398149624,29.95275346325279,28.668660870215263,28.54784067343628,26.90396987495292,27.7662070855308,25.82873918462224,20.12171679471004,18.5451592347541,19.68848589167672,18.113970651442347,17.924288355895275,18.22485475411456,18.134145713736444,19.416027733485105,20.41937054966338,20.688227388974724,19.648020570155847,20.183983944616124,22.695981282220025,27.90008490915765,33.99537104833316,36.612065040924456,33.7842003006764,34.24503166983348,25.0737675132806,27.076978295003634,27.54571167179072,18.41424434397414,13.602550505723242,15.346584963987231,16.604327153503817,18.963570230893552,18.32789663724178,18.532364722407475,21.275748794485114,24.741067833648927,27.542206546952404,25.223691524349647,21.51399242722258,19.196945120140025,21.9077654062724,24.623259631640103,27.47185795522708,24.852649039187884,25.231894474141622,27.5368514369694,29.665389888415632,30.05686789621872,30.00065169805029,26.87654693182713
2017-02-18 19:26:47.000,137.43188921547372,140.31795808506087,142.01396106954851,143.89245723492502,148.5086871118787,154.96153469729563,159.62694749146922,162.45783624757755,163.4958083118275,166.61293935256,172.2131879911843,173.70956011830313,171.77840609356977,167.77204684301694,162.1906625816766,156.6581557538524,175.06409491024525,173.3326245261794,164.02240133296547,163.65742631635604,165.98602577103574,165.71190613743786,163.17664444837985,162.5246590174033,164.67326595813964,172.76228282587806,180.2619553081404,177.74547195234223,179.21362742485474,184.3329627674356,179.53352123255095,175.363622857679,178.93165683395438,175.74621650942842,178.17779960100245,181.45593042954312,180.3457245786597,179.53600131314212,180.7867489353152,180.1204396289503,176.13346629109347,177.0539616772095,177.8958589701679,183.69125968422185,189.5981510862303,192.148655791458,193.8316667939156,191.86712492330992,189.57066710477807,189.69456020676,190.80603637866884,190.88998486105223,182.4127235477155,181.0804067798589,180.95525839862,178.27061343339506,181.80115551346523,178.38862704880293,173.6913989540556,183.963343900184,192.4638980410551,194.1187220236376,189.66640350428847,182.7644709325208,174.9008715069697,172.46144951193205,176.6615212228403,178.67615332620585,170.08904443303672,167.43505067762598,170.7674285845035,177.26434416935328,181.56025602067632,183.86062730133452,181.5200318716928,7.776714892913142,10.41604156301414,14.163640875253396,18.900891452619422,22.63042568952829,25.005672764371667,29.738083914943417,31.84566578310072,30.250562742109707,31.12301610773347,30.257500160391707,29.69768652970154,29.587261371431296,29.88302331497059,29.78259771340021,30.972225295746377,28.71336305626748,27.361203263745928,29.09959616238882,33.86238617010041,52.02231519725137,49.88897337757388,49.78980563302688,50.72580272860639,44.798208216961775,35.27593504805229,28.50634289923449,27.39098779030984,31.154149455495308,39.443645682788144,41.3765102693111,28.258445911154634,24.174186983603068,23.59709293524103,24.933299681698323,27.194136799579667,28.484409630867106,30.174946444288707,28.500077965335755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20 18:08:44.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.973612086591068,17.583448728706315,15.270290716537946,13.414781929935426,13.694047258926654,13.017304346847183,16.77366263124663,21.392186288573164,29.06213104837234,29.88823782533776,21.147470561011204,16.56731392543998,12.811681950796867,11.476951713347914,11.638022229661452,9.256914904685033,7.180149514429984,5.153801472656242,8.476558456732636,5.689928093923556,6.271245260061708,22.33146697399196,24.37063062736823,33.887476243575684,37.9654481270988,42.102937666908986,,,,,,,45.451007621800464,39.42192701504865,26.017698195912025,27.161353041031283,24.21079977789235,8.419711913080112
2017-03-14 20:21:05.000,138.71731552062812,141.83909666115454,146.28065848519975,149.9616863050522,154.8515442829312,158.44360570007348,162.9903160582016,163.5591419359286,164.04684740926422,163.7403966446723,168.8943891183899,172.25983192371018,171.69902024393747,166.59481855080097,159.1115126524675,160.04524741672935,176.61819037382335,183.8360355523995,182.92740031404125,167.46387378730412,169.64497521120194,168.77322647321148,157.34324750470077,151.87799139759096,155.2099989044915,161.04538193568823,167.08685114682868,171.58386148267388,167.96385324235513,171.29395764983383,169.8874340756851,164.86655735876806,166.37075624849464,163.75601339915835,167.0398408410957,170.3564520268586,168.39114384028147,170.57940138854056,170.0791897292802,171.7769823791319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-14 20:21:06.000,,,,,,,,,,,,,172.34992130505444,167.07962018926966,159.3582589083454,162.85015005203843,173.6805331985009,182.4415374765017,182.9274984308356,172.2681079056077,177.72235289109355,169.3234320918824,161.549706150738,160.39420931859866,159.9180635714716,165.5449486013712,172.284856569981,182.40247564481413,177.27371140024837,174.38673325706472,174.46495648529836,174.0784200416636,170.65033371581669,169.6126618509646,172.27383463135212,174.28112089139384,174.07898229966415,172.79698309037758,175.13554100203342,174.78428095866835,174.294351254793,173.94594560164518,172.81034026735068,172.01353951132407,174.11073300786924,179.1277447423653,186.18901564019924,185.2128825585512,182.52066778101928,183.8084198495281,184.00818732301056,182.9333136925875,177.75360847732983,175.78870648144513,175.86386725140434,175.51253023738454,178.54486297632377,177.48696976028094,174.56130756232062,188.70028733359143,190.56353515541883,193.98767376873272,190.16837988958,180.54945421277904,172.50487361985105,173.2664277859905,176.1747044061855,177.749765021659,172.24171374307824,169.6255493461764,176.6369743891864,186.8959814822097,192.6539415089946,194.33171884491324,192.5206166972442,16.30337040773016,12.52230125816176,15.792186474670478,21.500040123357547,25.75257877348287,27.64400823340808,31.36544320935453,32.34583956046479,29.96850352037629,28.30803806789969,28.826758845487976,29.60753676201466,30.53612846723142,31.70206497989667,33.15303824598238,30.445337209142203,24.18770923386584,24.38635853437215,28.77837933581872,31.59668902039092,46.414123671607335,46.95522258343553,49.24837853415984,47.84180217100024,39.09137466049357,34.08894808707573,28.65166586594919,26.105162917420184,29.66368428972259,39.417237025082606,40.96833630508043,26.582926440111336,25.06022376989097,25.384155849033856,24.71117545205269,23.94902246064128,24.9148272127014,27.91373880410276,29.571384768678627,32.84936528987645,30.62518718088221,24.5952290287656,20.23986580903821,19.662177376947035,19.81355968724114,18.56576963613364,17.214252867884962,17.139161882349214,17.70873204805706,18.58652896171992,19.59762391931181,21.652654155066653,22.02513619230276,20.655782644864164,23.15497551655795,30.309191650122003,39.42142024330271,45.193925470074426,40.95427471080041,38.75181976581252,34.23814495445765,38.79583904541833,30.92996872870908,20.62786852963898,24.45779284111917,22.025656643794647,17.40528788165096,19.26041257051713,20.22179791611752,21.11759258293445,23.13554721823385,25.88075834371921,26.31019652124678,20.68709476337041,19.047745941738995,18.65519838820417,19.68809736036632,20.69950638813371,24.09857569194053,24.14983075588279,24.3515601044973,26.07249355244462,27.95143752470367,28.440789023451767,27.59273658791201,26.301520012033247
2017-03-22 20:22:21.000,135.30147019577805,136.02056961200594,139.4667146158485,143.30223692146706,147.2068900989907,149.66954145018332,154.75416370426035,155.29045847415293,158.49898660705077,164.60810011600034,165.6097834077811,171.425176333722,173.80373458364014,168.9928319375275,160.76152372344737,164.2534148671404,175.0837980136029,185.4723597834316,179.10644204019704,162.92937625537786,164.05519414209311,162.8789208056093,162.69144375474204,154.39973488322752,161.57229776908662,166.80564582133377,175.13393279298438,176.70060420940277,172.77935363316027,177.63289035113408,175.47930298982058,168.820243780242,173.43317838999198,,170.78232692739536,173.78923087026718,173.15782247159942,172.58645948400442,172.88718579406913,170.11177227999693,170.7167712560137,168.9814060924887,167.6944047305784,174.94677945745423,180.348138917697,183.7966169250381,188.3469461915956,186.5463387409624,181.8700907757568,182.4573061278985,185.1573001817673,183.9523940808465,179.87102243197893,176.62734538041542,177.72797238642525,175.7086554151298,176.6916366698915,175.90102600523736,172.30804245386642,181.83959171787427,190.6967982088964,195.3889847100353,191.2857274745677,182.43115054288583,175.0021091120069,170.84365443810296,175.05860679230113,177.19754556646737,171.69147938880948,166.68678252234025,171.01346239989667,183.67440650527632,192.4239503711052,196.50090092457512,192.1230266030165,13.087978620232576,9.081463760898012,12.20286853029289,17.233156346441532,21.92234360123619,24.584597129268783,28.242325647204147,29.74743457585089,28.023840108171367,26.53331917542781,26.861776228996806,27.811119313780104,27.82058392411604,28.718956280724047,34.34325357772443,41.11908928205508,33.60777499071623,23.749380180677708,28.79880599814416,31.960840509432224,48.92207731010507,49.99674950692473,52.23144778407704,51.02287346736464,42.57526984894695,35.0398933898381,29.914865972408947,29.00866288444959,32.865251419299646,41.82135640694461,44.48520056756711,30.376771040809786,28.813181283207093,29.34426397836377,26.680691051311133,24.24360083833157,25.340741332484228,29.611358365934827,30.163809379975312,28.87353783901248,26.97412292931189,22.80728787582244,17.06173305241664,16.538841716697547,18.04417952597825,17.15270667086729,16.836599666538433,17.54302666289511,18.17714347613177,18.63278806550456,17.62950636040773,18.778452414486267,18.94473586469055,20.81039752909213,23.49980772915758,29.37325321454448,36.34332112727871,36.97598493227216,45.15845238934776,46.07383486830293,33.234517097066664,33.10491661279819,26.834804613905693,19.751754633272263,20.764479986365515,19.623357331944995,18.36125192316335,21.399308796189924,21.677215261424383,19.200052188130776,17.949360591406016,,,,,,,,,,,,,,,
