dates,oahuoahu0029_0001,oahuoahu0029_0002,oahuoahu0029_0003,oahuoahu0029_0004,oahuoahu0029_0005,oahuoahu0029_0006,oahuoahu0029_0007,oahuoahu0029_0008,oahuoahu0029_0009,oahuoahu0029_0010,oahuoahu0029_0011,oahuoahu0029_0012,oahuoahu0029_0013,oahuoahu0029_0014,oahuoahu0029_0015,oahuoahu0029_0016,oahuoahu0029_0017,oahuoahu0029_0018,oahuoahu0029_0019,oahuoahu0029_0020,oahuoahu0029_0021,oahuoahu0029_0022,oahuoahu0029_0023,oahuoahu0029_0024,oahuoahu0029_0025,oahuoahu0029_0026,oahuoahu0029_0027,oahuoahu0029_0028,oahuoahu0029_0029,oahuoahu0029_0030,oahuoahu0029_0031,oahuoahu0029_0032,oahuoahu0029_0033,oahuoahu0029_0034,oahuoahu0029_0035,oahuoahu0029_0036,oahuoahu0029_0037,oahuoahu0029_0038,oahuoahu0029_0039,oahuoahu0029_0040,oahuoahu0029_0041,oahuoahu0029_0042,oahuoahu0029_0043,oahuoahu0029_0044,oahuoahu0029_0045,oahuoahu0029_0046,oahuoahu0029_0047,oahuoahu0029_0048,oahuoahu0029_0049,oahuoahu0029_0050,oahuoahu0029_0051,oahuoahu0029_0052,oahuoahu0029_0053,oahuoahu0029_0054,oahuoahu0029_0055,oahuoahu0029_0056,oahuoahu0029_0057,oahuoahu0029_0058,oahuoahu0029_0059,oahuoahu0029_0060,oahuoahu0029_0061,oahuoahu0029_0062,oahuoahu0029_0063,oahuoahu0029_0064,oahuoahu0029_0065,oahuoahu0029_0066,oahuoahu0029_0067,oahuoahu0029_0068,oahuoahu0029_0069,oahuoahu0029_0070,oahuoahu0029_0071,oahuoahu0029_0072,oahuoahu0029_0073,oahuoahu0029_0074,oahuoahu0029_0075,oahuoahu0029_0076,oahuoahu0029_0077,oahuoahu0029_0078,oahuoahu0029_0079,oahuoahu0029_0080,oahuoahu0029_0081,oahuoahu0029_0082,oahuoahu0029_0083,oahuoahu0029_0084,oahuoahu0029_0085,oahuoahu0029_0086,oahuoahu0029_0087,oahuoahu0029_0088,oahuoahu0029_0089,oahuoahu0029_0090,oahuoahu0029_0091,oahuoahu0029_0092,oahuoahu0029_0093,oahuoahu0029_0094,oahuoahu0029_0095,oahuoahu0029_0096,oahuoahu0029_0097,oahuoahu0029_0098,oahuoahu0029_0099,oahuoahu0029_0100,oahuoahu0029_0101,oahuoahu0029_0102,oahuoahu0029_0103,oahuoahu0029_0104,oahuoahu0029_0105,oahuoahu0029_0106,oahuoahu0029_0107,oahuoahu0029_0108,oahuoahu0029_0109,oahuoahu0029_0110,oahuoahu0029_0111,oahuoahu0029_0112,oahuoahu0029_0113,oahuoahu0029_0114,oahuoahu0029_0115,oahuoahu0029_0116,oahuoahu0029_0117,oahuoahu0029_0118,oahuoahu0029_0119,oahuoahu0029_0120,oahuoahu0029_0121,oahuoahu0029_0122,oahuoahu0029_0123,oahuoahu0029_0124,oahuoahu0029_0125,oahuoahu0029_0126,oahuoahu0029_0127,oahuoahu0029_0128,oahuoahu0029_0129,oahuoahu0029_0130,oahuoahu0029_0131,oahuoahu0029_0132,oahuoahu0029_0133,oahuoahu0029_0134,oahuoahu0029_0135,oahuoahu0029_0136,oahuoahu0029_0137,oahuoahu0029_0138,oahuoahu0029_0139,oahuoahu0029_0140,oahuoahu0029_0141,oahuoahu0029_0142,oahuoahu0029_0143,oahuoahu0029_0144,oahuoahu0029_0145,oahuoahu0029_0146,oahuoahu0029_0147,oahuoahu0029_0148
2017-03-22 20:22:20.000,,,,,,,,,,,2.9520740694241425,2.2118516020005665,2.030671947499642,1.7234733564171103,3.929951740651021,0.7320623773137198,0.378189233783937,1.1901350673006656,3.245205862510735,5.480048865349811,8.466650109904863,11.6874211415946,15.133573043716678,27.90032321108845,15.427230089603242,11.318112204856034,8.56768926396151,7.336233546098991,10.3974058105838,17.36694477450096,17.65095532996108,17.200547525066817,18.44275936028237,15.143686938056783,12.198080361062198,14.396689103802748,15.997677724569511,12.69546451095812,14.726946822677371,14.829856309752063,19.817488764382905,24.38433451479945,14.120940259683143,15.52953174626644,15.505262067084969,17.234525689844915,20.68721506569603,21.86729406578036,12.951651431579466,11.610326824139031,7.84159558302062,2.5632528074644,2.4185408208979515,2.1543704873345364,4.998293791777471,8.467701251491624,8.84047785800983,11.145139418421506,9.275089112254784,8.14433050865882,6.894149761738543,7.025613210736383,8.661701650623469,10.581706613579556,10.109578076335824,8.08395622744377,9.84806696818772,9.98134444490853,10.554207359673722,8.278287973075278,9.608951453651526,11.835323194666394,13.383191645345995,9.547240726287916,4.91032753935689,0.5242211110247008,-0.0079569975707975,9.2470196369488,10.021930526148765,7.977336275536851,0.2721315284287007,-0.186154753451857,1.0771366736344312,1.337371175676075,3.075334580327884,8.454913004886647,10.039764189942924,7.10421562712558,5.214586023684626,6.915598517048935,9.383400351174744,10.140611181880942,9.803719795863069,11.942141368911738,15.043076425085284,16.624335577903413,18.434717809035064,19.69884310044232,18.97585382940137,19.178073708664552,21.610864040906822,22.33185862581393,21.59522366582928,19.87306670197061,20.06865398712845,23.451959398571617,25.403285200439985,22.632891990269226,21.60463058905962,22.429074874465982,23.062147096668053,22.74973415254449,23.756988227398573,25.511413768469403,25.85308060928466,27.871691451914938,28.55876285281554,31.57386748163501,43.06740873160714,31.09375760223842,18.366353078819685,18.88840455130341,23.064961973513185,22.5313786595434,19.65629403746352,21.75474441972173,20.51890447587228,18.90660178547325,16.53156273094151,16.09126222827521,18.11072870132302,12.080882693632883,10.952613403149762,16.53291737181066,16.51038036855583,20.2315252272452,22.61974636870744,25.880428536208687,26.316483092050458,25.45256239373512,25.17450482478018,25.01942228494593,18.94076328459128,19.730265802981187,12.826206321918503,10.170635962270731,11.643952364140528,16.55805209655324
2017-03-30 20:22:49.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.19230463701136,23.987812990232936,10.560456271469713,9.268325211694911,10.716923405539598,9.96703417592745,9.043690795547011,8.667961509082017,8.860274650682056,12.92920588272809,14.789451786542168,14.177045890784932,12.581212773761246,14.118393661448875,13.403151391526093,12.610116395505017,11.985004479612607,11.752665579749426,13.299733358534768,13.258821757907931,8.615739533086607,3.4329896827366544,1.181431517621451,13.526627453331274,22.95204186199142,10.439129184390694,7.620825088287146,-0.3825247605807225,0.7661728425219594,3.2031762765482745,4.447908014914297,5.76332899403886,10.624709969044412,11.72998945579,5.51993847693122,2.406091770985666,2.417117508489659,6.197916652245823,8.080103841038445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07 20:17:15.000,1.1667232424627851,1.2362344692756793,2.6168585245784577,,,,,,0.4490840811387406,0.8034096435982385,2.684399030223296,5.059776910650988,6.226333275331794,5.045524610584812,5.681872900501553,3.420091793104296,3.552320680336623,4.024062195202212,6.763961217991408,9.323269502109005,9.990619968356633,12.777864177042796,16.484794789629476,34.35611717286788,23.870078707350658,17.245843483030878,12.95930186446451,12.171564163220609,13.33042866632479,19.85023310619424,17.312467936384817,15.737386910171988,18.68754084946454,13.639064586821192,11.115081037102891,14.26704435620483,16.483324718017652,13.784959062048047,15.416319134481084,15.54473132144174,21.437984028063347,26.73728795730628,16.827055257517944,17.25409764508221,18.52311537539505,22.07294286919964,26.32452613831548,26.495997802565263,20.400526392449542,19.364556728283496,15.72905654020158,,8.171656551936524,8.646904513774771,11.120724858913071,13.308633067245722,13.661926044007576,14.997366901947435,12.246902010403575,10.483205778192582,10.076201724223653,11.658556410374027,13.941849167463603,15.357919748158752,14.65680373293446,12.220863425077676,13.206711957186142,12.394390380608886,12.437734402293172,9.929173663912342,10.892174813882129,13.237039150177017,13.989736870532344,7.728774979461584,2.5047837859235167,,,6.852816044308815,7.954992089348269,6.782716606053857,,0.0779970182191292,1.89626981070998,1.890627665304031,4.997780662470799,9.023753181375987,9.891626418855669,7.187120204120734,4.341518678911713,3.2931618517137,5.887143607161109,7.153375950090149,8.79698207737802,10.85658035458576,11.86678696748827,12.91480556093654,13.214722976424994,13.465714355068576,14.672316008253231,14.756166937661195,15.742493933676126,18.498910020875417,19.43240561644904,17.77297142515704,17.80080214246491,18.726930147595528,21.310810187014702,20.709390445723606,19.52914066365381,19.734544601802305,21.42048668769948,20.691035663879315,16.9758945968941,13.126432000332615,10.162381655934944,8.532692371641598,6.998361879329682,8.67932394759615,11.699991711707,17.688406548621955,11.133922809135264,15.329692622729516,21.144919288778024,21.06876614366585,20.259729189778987,20.802168409148337,20.31000891140076,20.10082175251505,18.14487087247983,19.866486206450524,21.26235676916336,14.663678127532323,15.76750747313964,21.230596080449978,22.86716964724058,26.067901875680324,29.637253459381714,31.86750185456465,31.531945730981445,28.12856026120233,23.85730404026041,21.840618328670143,12.214463604941676,12.081764302439408,7.631342354173999,9.259411211517476,10.075243882901846,17.01004837906212
2017-06-21 20:19:16.000,,,,,,19.41323920482116,30.96951156541836,,4.54123485816393,2.202477883936585,8.42678553992228,7.963486348323697,10.748604870681897,12.083714848418182,13.00246779291724,10.456039669324449,8.618190362759245,5.736826288978806,8.724936200526034,10.604858407511133,13.492754401702983,16.452125145928747,19.43626635379573,42.527734882035,24.782540739305645,16.131282687483864,12.64629889280926,11.689539427690644,11.847831506431136,16.777624816115317,15.922297354389134,18.27871554390622,21.54913455066,19.007573597019217,15.864610689623886,18.86715251551259,22.365868860482298,18.019385268814048,19.240446809964624,19.77531035361462,24.266796311043343,27.65076787359974,15.921096689839723,16.92319805542782,18.54796346118717,21.286518951842933,23.70387333012569,26.01002596980129,16.190567383190515,15.083595982400835,,,10.3232060373632,8.922988249652661,11.542196679793689,14.01321113012602,12.25190293547099,13.584947788898724,12.670293756712883,11.18778384107288,11.003198842998644,12.690603003212424,14.806351806529204,16.17984865558858,15.508584640202493,13.620461263595876,14.309265137110453,12.878927639730318,12.305725136080168,10.427427980885687,11.520374909414112,12.56622835231975,12.660392061575646,8.535255634078817,3.857471491713357,0.7490891320633828,,4.13136859130313,4.995266228072931,4.765524104891254,0.936228822660729,2.651164508780577,3.5655123390350645,4.931699293898883,5.277903590769149,9.171109888050704,9.10256963927821,5.344599213933964,3.538940841467728,4.492490913438496,5.041193471103408,5.48369819660721,6.3753776601488426,7.063269978778963,9.434091323256927,12.668641251584043,14.700069620485944,14.234448326733569,13.765717782415726,15.077347623779072,17.413751101192446,19.74711080476197,17.66414664894581,15.007318853813588,15.231182194868824,18.196732844344712,19.22937664824145,17.37867981331986,17.455324466963827,17.732170680379017,19.424891770250245,21.206978037521765,22.511424981852173,25.849515616160723,25.540833766743145,24.791143101077253,26.09167746554397,30.92428931448215,49.35382198738264,32.27950841713358,20.838498406800884,22.48200644771575,26.04165839883904,24.692563359598065,21.369105239132622,20.579796599965263,19.32403530927308,18.52145645560281,17.265838467949354,20.3268725531832,22.68819924530033,21.72264789608281,16.792703133268613,21.050125732672857,21.31125494168912,25.22423352302904,30.003647095371623,30.52463401883224,28.49833033586428,23.362037501523805,20.025667308604373,17.220971827438774,9.086874820012122,11.950574715738313,8.365704249832701,,10.51954541062507,16.84938816898809
2017-06-24 17:03:27.000,,,-2.520090872209165,,,-3.4144646199617354,,,-2.92345450975308,-2.677312110552592,4.0195458166619975,6.970400450774939,12.01810617623062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.757828684420112,18.1137279515924,20.2209779967398,31.51591689469005,31.235130355021973,22.340603814972347,40.489485148804135,31.30704480553352,23.32875828510149,13.243934419592213,9.072897140917922,7.1702214587106745,4.419569331299565,4.445214542276478,3.3144824535418853,2.3658329249470538,-0.3650532377802378,-1.4694581275576293,-0.6733441804302669,1.6435230024612797,1.524464429511243,7.101042579226231,5.742114444179808,9.6235168486667,11.51839899100797,11.82072269616502,11.435403842107334,6.177738874717747,2.002814757945232,5.180172112361806,2.176211526723429,,,,,
2017-06-24 20:19:21.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.697427552045614,17.82128411326059,14.184421443367707,13.682098270192247,14.072041254676108,13.86036223916237,11.88805837216444,11.290711164690029,12.906936163331295,13.274677166122444,12.827161464473653,14.43805650184528,16.102279973776252,44.86674858063562,41.06544814020261,18.5075151700138,13.412851754476414,17.703393164651015,18.30149162843683,16.97443105242615,19.4018433157074,23.32870550805337,23.829109295717146,21.41076986753995,21.52209583376688,27.241572840945608,23.83059002234077,21.23740131439291,27.69229116761119,23.19703227504116,26.87567639602068,31.88902805694292,32.21140867033978,30.518254430666964,25.22312179774176,22.45522254885981,21.54670658870246,12.496621685697438,15.80171155873424,11.641098424606325,14.070168859113744,14.78370704985766,21.28417315174457
2017-07-10 19:09:44.100,1.0544154347479142,1.0776200439248274,1.258174613798142,-1.7134076758357142,-2.4864775156925703,-0.5662718232102963,,-1.934487953174877,-0.9053365693364732,0.0973912292420489,8.559082162400514,9.896311261234535,10.876233983198672,10.17046128375208,12.776183942297934,9.85867827388991,8.408663191859237,7.896091300111793,9.061369765917814,10.18327672763148,12.2197481363948,15.745417021110171,19.21478894946513,34.93974266006363,22.638023096456447,15.315553133303268,13.268142063162358,12.8041447837467,13.932520483103207,21.17395081220821,19.48702503263341,18.229888009608413,21.088650180573826,18.14808887529233,15.556371928889044,18.00895336664294,20.57070951091168,16.826815476136193,19.227834170611324,19.2644717770893,23.3791878165909,25.99973617066872,15.317802755159452,15.305474695727792,14.603894038580568,15.225258563032884,18.51171800553421,19.076611834417104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-10 19:09:45.000,,,,,,,,,,,,,10.755238090402354,9.773535928177573,10.607740646099174,9.225237986463808,7.038036511305986,6.404397074582599,8.032122280633683,8.741972020818457,10.559295408791003,13.233761929685048,18.04796683075988,31.86493863743665,19.48894024306696,12.892231635584931,10.500663701067335,10.111462922847622,11.71012307740307,19.55041690307428,18.671747733601748,17.887146229266673,19.841857707305778,17.146914505802854,14.679666608663345,17.021075497960616,19.74293420558085,17.22956463658118,20.14571647110061,20.270951404737108,24.77275225707065,28.878478899948743,16.576876449551335,17.426511698222257,17.03868507792482,18.719882132916283,21.63491718745557,24.080558481233325,17.782614796495864,14.754230779097442,9.96572433700356,7.560417725459873,5.426406865845843,7.045119208745147,8.858779188990036,12.291569340664156,12.623968395775687,13.332218221873914,10.653422545718117,9.417934220317129,9.278205845098864,11.015334645824831,12.290378537743642,14.82080068986752,14.079023394614651,13.910989607129132,15.930665676159991,14.917131295013382,13.099931718596258,10.214391971491144,10.10172370990446,11.783027025157775,12.674173914141107,9.630238137131808,4.804755614548569,1.3494278713537988,0.6988868768142482,7.366921639515626,6.631250047196421,5.545398416815608,-0.5935857741838411,0.4859393182585343,2.9790853301959364,5.143679258302681,6.078151474939963,11.382194976952436,12.834688106596168,8.633154395576272,5.794298773806334,6.475317474593664,7.31100847256617,8.139158775650289,8.280210376362543,9.743681953965822,11.849333550332084,13.714272168369282,15.462506643189746,14.04924984057809,14.297569282681645,15.225655072630875,17.302691091395253,19.251037323635813,18.11536198696409,16.4265542661557,16.185167550032197,18.42703029348964,19.747941572628687,17.79541125840535,17.988494298973833,17.110372785035057,17.73831655618118,16.899496782709743,17.91749117440109,22.862892308429817,32.13901246939501,41.2389950479006,49.28653116802218,,,,48.79808757331072,34.26362983143244,26.533114273020857,24.8419060813118,21.88702555694529,21.34132446653294,21.763297079193183,21.39079757481116,19.8724050375809,22.499866936153328,24.586995746678497,20.3037781381371,19.272442368364683,25.73410702865253,24.002612901129687,25.988513044833606,29.78834573330221,30.50633976232906,28.41353129409329,22.775351447877025,19.408406655839297,18.096142822836185,9.096976555637363,11.984351491696112,8.934846399185473,9.639499709923513,10.260356322848455,15.347217367331629
2017-07-10 20:21:53.000,,,,,,,,,,,,,,,,,,,,17.276364758966626,20.29541257815777,36.762786633005376,36.80460682569458,66.53060694291038,41.15612654996811,19.496642592322345,16.75215968144538,15.26694214872398,15.75098270968093,22.78483631489129,20.6287975080114,19.339608740208195,21.949564465031084,17.90281240191728,15.95104747074523,18.911946451089868,21.29661517636122,17.68200481138999,19.27082710545444,19.340223935088705,24.121928263708583,28.155026583429823,17.046004760183628,17.992285671985304,16.3341811052682,17.690004960977188,20.40248865752312,23.31544389329368,15.140299065279834,14.45252250919663,9.975725177645677,3.183471507372803,6.16652479841316,5.908497203205124,8.607722866510011,10.891407326908688,11.244700303670545,12.3094165258005,10.667805103030013,8.814078118101989,6.991718816202528,9.282902700766748,11.569871374139865,14.756047266561575,14.507996946223908,13.260024701509645,14.881250151127407,12.939023145945292,11.953432585367496,9.753587867761969,9.943132887580203,11.77748800955887,12.03898797402866,8.702432593617624,4.719371542890773,2.1276335148647747,0.8677888442494703,8.114904487457334,6.581962511082784,6.053186074439399,2.060140888753873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.129811505011062,22.52344574725653,20.86652113460912,,,,,,,,,,,,,22.16390249478876,19.82712014114259,18.733353875094465,11.199883934940177,13.39808016599568,9.767652222569872,12.447290540796988,12.622034134688333,17.443726630836224
2017-07-14 20:25:47.000,-0.1580538448341724,-0.0547981990990851,0.0554431341813557,0.2975968410288754,-0.8124242691627375,-0.2802205167757529,,-0.8761085987569333,-0.7693846180697035,0.5527667332261004,6.373147845048492,8.231287426829107,10.462401823887031,9.580597225295856,11.340053017269634,9.967587338491494,7.1750352092588265,7.251273843218003,10.062760275903695,10.156346831307998,13.067605488997131,17.43273494605053,21.76601311917252,44.80231014426789,37.60524329809947,46.615830769268165,45.68761510664204,11.170866538520611,12.761375658300862,21.76054758156237,23.22222742883838,29.055457623498867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
