dates,oahuoahu0066_0001,oahuoahu0066_0002,oahuoahu0066_0003,oahuoahu0066_0004,oahuoahu0066_0005,oahuoahu0066_0006,oahuoahu0066_0007,oahuoahu0066_0008,oahuoahu0066_0009,oahuoahu0066_0010,oahuoahu0066_0011,oahuoahu0066_0012,oahuoahu0066_0013,oahuoahu0066_0014,oahuoahu0066_0015,oahuoahu0066_0016,oahuoahu0066_0017,oahuoahu0066_0018,oahuoahu0066_0019,oahuoahu0066_0020,oahuoahu0066_0021,oahuoahu0066_0022,oahuoahu0066_0023,oahuoahu0066_0024,oahuoahu0066_0025,oahuoahu0066_0026,oahuoahu0066_0027,oahuoahu0066_0028,oahuoahu0066_0029,oahuoahu0066_0030,oahuoahu0066_0031,oahuoahu0066_0032,oahuoahu0066_0033,oahuoahu0066_0034,oahuoahu0066_0035,oahuoahu0066_0036,oahuoahu0066_0037,oahuoahu0066_0038,oahuoahu0066_0039,oahuoahu0066_0040,oahuoahu0066_0041,oahuoahu0066_0042,oahuoahu0066_0043,oahuoahu0066_0044,oahuoahu0066_0045,oahuoahu0066_0046,oahuoahu0066_0047,oahuoahu0066_0048,oahuoahu0066_0049,oahuoahu0066_0050,oahuoahu0066_0051,oahuoahu0066_0052,oahuoahu0066_0053,oahuoahu0066_0054,oahuoahu0066_0055,oahuoahu0066_0056,oahuoahu0066_0057,oahuoahu0066_0058,oahuoahu0066_0059,oahuoahu0066_0060,oahuoahu0066_0061,oahuoahu0066_0062,oahuoahu0066_0063,oahuoahu0066_0064,oahuoahu0066_0065,oahuoahu0066_0066,oahuoahu0066_0067,oahuoahu0066_0068,oahuoahu0066_0069,oahuoahu0066_0070,oahuoahu0066_0071,oahuoahu0066_0072,oahuoahu0066_0073,oahuoahu0066_0074,oahuoahu0066_0075,oahuoahu0066_0076,oahuoahu0066_0077,oahuoahu0066_0078,oahuoahu0066_0079,oahuoahu0066_0080,oahuoahu0066_0081,oahuoahu0066_0082,oahuoahu0066_0083,oahuoahu0066_0084,oahuoahu0066_0085,oahuoahu0066_0086,oahuoahu0066_0087,oahuoahu0066_0088,oahuoahu0066_0089,oahuoahu0066_0090,oahuoahu0066_0091,oahuoahu0066_0092,oahuoahu0066_0093,oahuoahu0066_0094,oahuoahu0066_0095,oahuoahu0066_0096,oahuoahu0066_0097,oahuoahu0066_0098,oahuoahu0066_0099,oahuoahu0066_0100,oahuoahu0066_0101,oahuoahu0066_0102,oahuoahu0066_0103,oahuoahu0066_0104,oahuoahu0066_0105,oahuoahu0066_0106,oahuoahu0066_0107,oahuoahu0066_0108,oahuoahu0066_0109,oahuoahu0066_0110,oahuoahu0066_0111,oahuoahu0066_0112,oahuoahu0066_0113,oahuoahu0066_0114,oahuoahu0066_0115,oahuoahu0066_0116,oahuoahu0066_0117,oahuoahu0066_0118,oahuoahu0066_0119
2017-01-01 00:13:17.100,5.949539930315343,11.96377772477021,12.618489710521256,11.955415578929044,12.975004411933288,13.088224203023907,13.303863522772597,10.169336766164196,10.165509704083664,17.44672461544434,20.29827987847669,18.84862857915884,18.15799631874477,16.27128801173877,14.953598983734016,15.24460946976541,8.144683413748881,11.493644498139016,12.556394399533678,14.48855300984584,15.858419981213794,14.12800129855826,15.74264335271824,16.672222528937986,17.981189314500487,17.404847054313276,18.299134167045008,20.321119954695483,19.774485652719218,18.44086468758232,19.84778907892925,20.611049521342203,24.740681031591247,21.809015463333097,21.19178024546504,21.9456513314504,15.94645344284523,16.1461751250254,16.25420021067222,17.605321958997834,20.48946615366152,20.552687409632,17.95222680783388,24.95412850206933,22.227458360199154,24.6473710326104,20.6631367101084,21.16290856733851,20.18423952474589,17.64260077041052,20.82739606649921,22.64731772436778,22.98758902370613,25.804341794061035,16.086945518803248,9.339629868591777,13.575661694289623,20.750833743170528,19.23817656834003,22.73393195752287,19.960323436857145,20.195263158367304,17.66069718450471,16.840405396110622,14.80894802336012,15.45269919666986,16.360768175020606,12.820545354460778,6.163491451483317,7.367378017400804,4.656037793674515,5.342753078962206,6.475290413487166,9.326590573633272,11.898922440652752,8.670524107256439,4.440819297868118,5.245175735905478,7.053371877691423,7.573635694421005,4.912848504001043,4.038149537509757,3.728748396120997,5.143461412122558,6.784675935712224,6.160743035297679,9.156699988302488,15.812468846625809,14.168899270753432,12.135717701609668,14.25134959218744,11.966039250573564,2.784719889967018,,,,3.40326586982629,1.1041315873878408,6.017522401508374,3.8171298739981743,3.756688581270348,4.0227249565002285,,10.012163351521089,9.756248643853532,8.589532294572432,7.62697338356806,8.702945155274888,0.4670129844766698,1.363274615859938,14.989835071609708,15.16160776249998,7.900531342791065,4.71794891623447,4.680641592013225,6.233130599677786,8.095809118589088,16.863374145572145,26.899397853324643
2017-01-01 00:13:56.000,,,,,,,,,,,,,,,,,18.58572138582526,21.565368262678923,20.811917081912497,22.670700297634145,22.184544208888347,20.73909505114069,22.47483069125112,21.04152911700508,21.87151317658201,21.212627233005502,23.688706150902544,24.893895273179897,26.44918353844841,26.35553321660981,29.931725501664385,29.721890769815506,33.93799023414519,34.86177026394898,34.82991257679711,32.54473314354483,31.41117682347496,34.783282680241186,32.38905635169856,29.50163805275936,28.942151177122017,30.61210224273423,29.66665635204341,38.52136542992,32.87095644234162,32.80218921927179,28.960642578663105,27.281321943650788,26.1476469905014,25.957169544160024,30.898881756548413,33.33099983703556,32.00037379753232,33.32624580775049,24.67557653685708,18.81272050388001,24.64563879799893,29.336949280149828,21.15746724585899,27.2941186891662,27.308798625936383,26.91849438286576,26.45775690630289,26.366488904173664,24.07130080493227,25.12800488982856,26.145830124659383,21.917666225579094,15.427679414442624,16.316466684581407,15.527316180777229,14.579133633390423,15.39113824543381,17.891177906795935,23.584559923482743,19.69609773364705,14.676248202815994,14.778838169563054,13.538752515788046,16.968176785202555,13.9868831151742,12.520225965362476,13.423504568381585,12.73272651971453,13.501519283102269,11.899081639859569,15.697160833226608,21.643757866745343,21.01589397019029,19.598099339077883,21.962559372047828,21.706655670293863,17.004297479539684,9.536151312947766,14.779033492856056,11.198428261982606,8.531342110271478,5.300139636010055,10.504346361157545,9.950115378073368,10.054430134780024,12.40316439670763,14.332147864553429,17.105314093224216,14.263715170732368,14.481914817570678,15.15080644507561,15.17630598953139,7.568904772549887,7.427112767139804,17.487576185381396,22.78039713542751,14.63115807757741,8.998539139913465,7.593908682333171,8.880627743560549,11.217581681306068,21.01049227771165,29.248526329718263
2017-01-01 20:19:50.000,6.042695567898483,11.578740426814372,11.148539728931905,11.632845731638229,11.76236475398477,12.639592563866003,11.672219807690302,10.279121929403644,11.174919124209785,18.410361400352308,20.24464604582677,18.94608850213752,18.48996802398624,14.952996518960376,14.073045801778308,13.380624747915377,6.41896964567166,11.002467457427857,11.49371724075373,13.68881355024935,14.394450233277023,13.02745409668,15.069192384589432,14.682022796976993,15.21601239780534,15.937949478581436,17.620780579123654,16.93130758725613,17.480120335351128,16.94267671842469,21.07347273983689,20.757457170898665,22.001951222783248,19.160146326559687,22.019005766456555,23.41166441872875,18.41292536994036,17.899662876447145,18.61325824039024,17.068381943758872,18.84609981905841,20.063059468831305,18.94240444850496,26.029775778693587,23.1232081022546,25.228245831046987,20.655273443286745,20.899589329289835,18.9452032224268,15.593722425683945,19.375739668510544,22.15457617684763,21.197204510664243,23.83372220844024,16.070652252197913,10.852440875899934,15.232474604636035,20.239535975625603,17.29176287651756,19.13594350621982,16.135791543807677,15.652643750344838,14.766650872963773,15.65295044399374,14.706806773081116,14.168207628437102,14.702605368898864,12.013500873515042,5.798584318315476,6.7252832063029775,6.17494433853725,6.739726457082046,7.330016499931123,9.470924129609678,12.7383423117998,9.492913669345448,5.851790123332177,6.70551063710249,5.814135262234434,9.248143586305464,6.715048125175382,2.870301521598713,3.697660431344477,4.023458396698072,5.2017061982961685,3.6178974880669794,9.001304233076556,12.614354492906392,12.52911660638085,11.510777609391113,13.429501344882311,10.792827411981248,1.5946294062244135,,,,,,5.888675177908908,0.4128431910506238,1.6035529953593668,3.766156428592871,4.355343599425304,3.76609220276304,2.020031713651397,5.108722947650332,4.648078833821032,6.401404796342751,1.1587458700634004,,7.821641373147504,9.719900698270193,4.450647437013462,1.4180159709097695,0.42572861904188,3.218676683254046,2.737265847680804,10.103982273059744,23.13816445819597
2017-01-05 20:19:30.000,,,,,,,,,,,,,,,,,,,,,36.14774847255875,32.96626932891928,32.17388330686361,26.760529494843954,29.56965185417988,20.458137886046103,20.42418523015704,22.67409735934568,20.917276249750785,19.285760670903148,21.499751899234525,20.149815857019234,24.725779854522244,24.62338540187592,,,,,33.36896642715826,23.507047484765074,23.84305790430253,19.571729062111828,17.21413464399403,25.0473599639575,20.856158879952552,22.52165719151793,17.605489782622538,17.015792601183975,14.990518243195654,12.662754311916922,16.59158934275473,19.27682623204461,18.614992319915164,20.96875424148296,11.970783009641009,6.26227060177375,10.237254325272236,13.789433575770458,13.96839036516503,14.383016190423517,14.141980187230049,12.992906311301825,12.816040891862515,13.437638533453551,11.41133377960038,10.61768218373909,13.828501805246894,10.24676132796537,3.786988727088788,3.2769050932732884,5.14492586676206,3.336419332034358,4.957458215386944,6.612378933591464,9.986823652331658,6.076500073883976,1.4407928979341769,4.863777698010171,6.059755390641897,6.670081596002762,4.2141651134783045,2.767512242537619,3.0772372237540564,3.315424463221714,4.75874321808578,2.5204955015550192,6.302446821783537,13.236035233772974,10.65999115448317,10.359629473582958,10.933610435222295,9.287023717543418,1.2441200850240062,,,,,,4.392422075525953,1.1870125564501752,1.44086486448515,3.678847151941323,,4.953022393482669,3.338569479582099,7.819648305914959,3.699145672374279,6.307030074062549,,,,9.144695956664735,2.125310629273444,,1.2854063436839367,5.031541106557187,4.102176170297665,10.417768986288808,21.9548250278342
2017-01-15 18:16:33.000,6.876973417685392,11.516404717872714,9.77038510185504,9.274688016505635,9.38343989006176,10.549727998619074,11.16609031798857,11.431645076982385,11.765795214714974,18.208652398515422,18.39532057698036,18.15093149711016,16.320703978482577,13.863273471514631,11.906389739001431,11.200590651830412,4.921343383670966,11.940865901135732,10.91538848265611,12.56481969502057,13.040691051154422,14.13561112469922,16.813605830048097,15.893576000948825,15.467742329821885,14.724686008367929,16.29512858417825,16.96744162560457,19.143571705492324,17.51954140822891,16.51405464432247,15.789155791426612,19.99589117721402,18.496325992477857,17.99406318922731,21.26136168339845,20.034638748377564,17.11497261070165,13.831609790452116,13.031835311433976,15.538878371479088,17.000909710021347,14.90773728314801,21.28963548850065,16.282163479526176,16.27157120636582,11.574806836200384,7.865740416052747,6.4548216914541845,4.546525029391395,7.497519482396908,11.602506476002574,12.918188303173224,15.67635554612856,7.50016728628094,5.955978656418733,5.236064508357884,5.802668840543328,1.044614836217462,,,6.212394179835837,9.377987496604488,11.98422787381989,12.608189292788396,11.0929806665678,10.532722199353143,11.810088345955156,7.364860059442394,5.497237231834268,6.604974359470528,6.082409283616007,6.580174832198776,4.6640864105303415,6.403846964921063,2.393647698753871,,2.3349329005124297,2.805413721425906,,,,,,,,3.2465461700188176,2.688156577014632,1.1428365442777757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30 02:52:03.100,18.073519553812247,18.948237504168173,17.331746708812215,17.093871198558602,18.92209897508348,19.09918926704868,16.746344340101,15.720994037685642,15.550596389372105,22.528265161600668,22.566329258543995,22.529456172162416,22.759571890870703,19.271975035207856,15.982744242723353,15.123759375750057,6.399495981210229,13.467902595585944,14.7425898352304,17.198963029319728,16.973996633105486,15.228494941140646,18.538123282184007,18.48395803776588,18.04154195787911,18.28690540010347,19.51271246645989,17.917090632389993,18.590900791374104,18.519953089340515,22.177381910841607,21.417345528589184,22.92476784003597,20.162391394304866,18.79349602366169,22.295796522571514,20.14464623593157,20.701363583910947,21.428808589828808,22.165878311772424,25.1931693444716,24.286472923130933,21.84967334343068,28.81655949667013,22.70234524359792,21.3516594124424,17.124041562976338,17.616364319350513,15.926926644236794,13.170925676519545,18.31036158951429,23.003613594752053,25.49365543816563,26.985580195047493,16.996974906308832,12.726758877159078,15.35990475008507,17.889526518728044,14.6095420770145,17.620998700455885,17.36176820719502,17.449149137042802,18.47242111515582,22.118175746002883,20.991846195104827,19.502688376374422,18.001592746026677,15.347087697474478,10.63574072478464,9.015622227375932,7.045311002106092,11.013214957856215,11.8603902065526,13.00253158165374,15.017177279576137,10.276492410633418,8.513799733290645,9.852063453214267,8.936142295220222,11.527973359627396,8.455779138585013,5.514873169045721,7.329849924219812,7.168460956025428,6.474833061620266,4.726090364509742,11.489844750116893,17.88382181241503,17.792117857191048,17.126964020446472,18.6463575505309,14.49690686620413,10.752870496234072,4.185348061433874,8.359601937584882,11.859834941767463,4.838941135897464,0.7311680815932364,6.169464405081536,5.839783749410459,5.1306768068641775,7.904587910274915,10.235414398808803,13.198716387147435,12.663501036760758,10.586107372339894,9.83449761656838,9.656436205832785,3.172799952385488,4.912693708645075,10.900574621490795,13.19727649766382,5.164976251230752,1.3634789639044147,1.2632161201640295,4.4684938857355245,6.630780709074071,16.17559057945744,24.92513114285352
2017-01-30 02:52:04.000,8.300738717470551,14.646648293004668,16.231574786546958,16.307783208495042,17.245859035514012,16.315832297564324,16.54106985235685,15.720880167273814,14.699539701345516,20.17289014624263,21.535880147872337,22.61254468570812,21.766773262619672,18.64521088926846,16.482704494369248,14.753436023021129,7.098081719254969,13.535187774102695,14.811047597702313,17.566674929695,17.3496641966707,15.954232854325236,20.26551506252163,20.517320113217654,21.02446633016206,21.72464893108999,25.631691342852346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16 20:21:21.000,7.358672107619437,14.375335744825374,16.503757005164793,16.440337229821843,15.72967161639022,14.122680436719358,12.488077723206947,10.028406218781656,10.36144746502054,15.826731027016676,17.27151339850602,17.777221037904958,16.575204963345897,14.48477608176469,12.87351712123681,12.707874043634495,7.280407404880744,12.013361146073851,13.14568431399972,15.938916166458815,16.695666818918482,15.242252879219231,16.291682286564388,14.617361790104692,15.556206858646718,16.654056931461263,17.251556343358292,16.27251495871145,16.720813073111884,15.999486405167524,18.55735785408188,17.690501812065303,21.778275995816607,19.67338514327425,21.733246766651742,23.722805756297905,21.19346111329749,19.677380095833485,17.344075169783725,15.600964319948725,20.6242121149174,22.90616102388508,21.11512741749009,25.01489432494864,16.25518450035625,17.213961575634944,15.734563945447247,18.621776227036385,18.65307392703924,15.867727119006233,19.551812264169023,24.41257686028304,25.4374192473348,27.45167027603337,17.991260368768717,9.92501067873024,12.393991126086586,19.31325098179825,16.744231375763817,20.33694987933132,18.5644594157765,20.500231824654914,20.33905530597012,19.56701519661381,15.797305190506156,13.945263465951514,15.146763452472698,14.660942290423137,8.116664476033108,6.645167147208534,5.48401904821078,6.6677173570529975,8.786920910962081,10.720249644487186,10.08879661666239,6.238196905978152,3.647579992524884,4.718061909920653,6.24642567315207,7.803976524368567,4.4915877381198985,2.391886055573248,5.20804839644754,3.890432788821472,4.81906539150973,3.5737647565848505,7.733835665357471,13.379489672942944,13.731334452378912,13.416077602168812,12.906081307374444,8.394411615456868,-0.064183249695608,,,,,,5.197963344358995,3.0877581620105308,0.3788952125836029,,,-0.4536749832806853,4.332991864629837,6.32841275599789,2.057147855383798,5.879433254568927,-0.4739247547572187,,6.6695576788807065,7.878072166045101,0.5468853825820494,,0.7308627689268272,2.8494524474886846,7.108039530289217,15.105814906895834,22.374213784574785
2017-02-18 19:26:43.200,8.244409491148064,15.964018413539716,16.891753987316093,17.699037831228317,16.559956718303276,17.43050896743134,16.714566886263842,15.484055966516165,14.509721145734538,17.962193738973255,20.16912158584202,19.901965682281208,18.897124110949388,14.501771100274867,13.030432658639487,13.893265747470014,7.728859603062984,12.675070391259151,14.19523914503281,17.300899866067823,16.926590046100195,14.27556905317882,16.59486290544506,16.53877390908255,17.240556287946397,15.7282479828318,18.55630919718069,19.743128131812,17.580027978073083,15.315402032508988,17.961751975247086,17.466113647918725,21.320886243561112,19.27935255059993,19.25006506871944,22.7506235558244,21.28767136995497,21.351885670535864,19.7212440638765,17.32197853297771,18.30490077554824,18.420956529017744,15.86313063062309,22.56959468776148,15.470408469400311,15.310510411268332,12.787700488392131,14.948044114340012,14.832371795856584,12.965008210964532,16.66041007795086,21.438259117942927,24.50273447575121,27.67398750158885,17.13948897064421,10.1633719566779,9.65688126766354,12.357128284726295,14.233522356425784,7.5856642779589,10.58511058219438,16.35154457598086,16.46373108467701,17.12288586464709,15.427813332346348,15.72486461943972,14.713870164029617,12.32642494472345,7.500202298806276,7.316055158206734,5.116290676605352,5.94184222210117,9.4128539127223,12.070406707593552,11.090249490226716,5.809024411418519,2.8922404656091274,3.4823644582074125,2.987257612898968,7.401829185099197,5.399550907843958,2.7838905171743207,1.9098298641677327,1.219140755171395,2.523820183068123,2.2477622100216523,7.056764722934765,13.215254260874143,13.2674226273191,11.805042900911944,12.006565081293612,12.047237382302264,4.239005309808128,-0.1153375512681608,2.5715118877093204,7.605321713292075,,,,0.2703969727190409,1.168062720450613,,0.8320120094258845,1.2190972853482895,1.0964985111150145,3.9569930913404407,,,,,8.407826075047144,8.886580294393681,0.5114144860774275,,-0.0388286658170647,1.8473146522482968,3.4477165304165807,13.038535285052609,11.90591344737738
2017-03-13 19:16:23.100,7.003293700354575,12.870973255475864,13.531741505107298,11.683045597325563,12.480919962713894,13.67496630629818,12.363092232783975,12.13516042984062,12.141180305253917,17.645062175330157,19.13049979543094,18.810308531360736,17.389003755580724,14.007943231040464,12.013094964627328,12.035437638780133,6.537126090170511,10.864181653193713,11.617100144862832,13.903574812528394,15.018767594106706,12.697022593835616,15.041910046394158,14.118770976459093,14.915025178667342,16.42571417966358,16.845528365174776,16.019198275587247,15.806303754849536,14.924582717304482,17.188115061827975,16.811481808304507,21.2302850470514,19.340501819106727,19.532683414488503,22.15157510781224,20.669746488743847,19.25872107739508,17.69700241448637,15.734826194215568,16.683604138486388,17.683542901885737,16.35243073482216,22.06229950149413,15.013650633744003,14.609865493287074,12.141002920179035,13.973757875854991,12.71184850434488,8.12176641674078,12.376620473412274,17.801354457740796,20.70259675584596,24.615345684456265,15.429155186951665,9.18135386563084,10.300312712211102,14.20085993446747,12.055256265574627,6.148401066166463,7.857907596264231,10.951538291692572,11.162155910325955,15.985088509709058,13.197215315120696,10.724700464297396,10.73133331249467,8.219780609640917,2.960125686192635,0.9351555074369626,3.038211952905168,1.5902871953789657,2.874950399667592,5.532133205114958,7.023777509874534,2.6798065235163864,,-0.4976364530951267,0.7279361750709614,1.2386627337431633,-1.0877976634067323,-1.1135200011206423,-0.9183409011992718,-0.9232219844582804,-0.1717996734586719,0.3252861629191268,2.7653572052087263,6.478197748059997,10.549914324804648,11.38645439939542,11.75910534789308,7.816972349984984,-0.6066684684013361,,-0.9004111075477017,2.7810156175125886,,,0.2709570896671058,,,,,,-0.4538288326194708,-0.882108362752029,,,,,,,,,,0.2701809746802646,,8.662656418598246,16.444523136569323
