dates,oahuoahu0087_0001,oahuoahu0087_0002,oahuoahu0087_0003,oahuoahu0087_0004,oahuoahu0087_0005,oahuoahu0087_0006,oahuoahu0087_0007,oahuoahu0087_0008,oahuoahu0087_0009,oahuoahu0087_0010,oahuoahu0087_0011,oahuoahu0087_0012,oahuoahu0087_0013,oahuoahu0087_0014,oahuoahu0087_0015,oahuoahu0087_0016,oahuoahu0087_0017,oahuoahu0087_0018,oahuoahu0087_0019,oahuoahu0087_0020,oahuoahu0087_0021,oahuoahu0087_0022,oahuoahu0087_0023,oahuoahu0087_0024,oahuoahu0087_0025,oahuoahu0087_0026,oahuoahu0087_0027,oahuoahu0087_0028,oahuoahu0087_0029,oahuoahu0087_0030,oahuoahu0087_0031,oahuoahu0087_0032,oahuoahu0087_0033,oahuoahu0087_0034,oahuoahu0087_0035,oahuoahu0087_0036,oahuoahu0087_0037,oahuoahu0087_0038,oahuoahu0087_0039,oahuoahu0087_0040,oahuoahu0087_0041,oahuoahu0087_0042,oahuoahu0087_0043,oahuoahu0087_0044,oahuoahu0087_0045,oahuoahu0087_0046,oahuoahu0087_0047,oahuoahu0087_0048,oahuoahu0087_0049,oahuoahu0087_0050,oahuoahu0087_0051,oahuoahu0087_0052,oahuoahu0087_0053,oahuoahu0087_0054,oahuoahu0087_0055,oahuoahu0087_0056,oahuoahu0087_0057,oahuoahu0087_0058,oahuoahu0087_0059,oahuoahu0087_0060,oahuoahu0087_0061,oahuoahu0087_0062,oahuoahu0087_0063,oahuoahu0087_0064,oahuoahu0087_0065,oahuoahu0087_0066,oahuoahu0087_0067,oahuoahu0087_0068,oahuoahu0087_0069,oahuoahu0087_0070,oahuoahu0087_0071,oahuoahu0087_0072,oahuoahu0087_0073,oahuoahu0087_0074,oahuoahu0087_0075,oahuoahu0087_0076,oahuoahu0087_0077,oahuoahu0087_0078,oahuoahu0087_0079,oahuoahu0087_0080,oahuoahu0087_0081,oahuoahu0087_0082,oahuoahu0087_0083,oahuoahu0087_0084,oahuoahu0087_0085,oahuoahu0087_0086,oahuoahu0087_0087,oahuoahu0087_0088,oahuoahu0087_0089,oahuoahu0087_0090,oahuoahu0087_0091,oahuoahu0087_0092,oahuoahu0087_0093,oahuoahu0087_0094,oahuoahu0087_0095,oahuoahu0087_0096,oahuoahu0087_0097,oahuoahu0087_0098,oahuoahu0087_0099,oahuoahu0087_0100,oahuoahu0087_0101,oahuoahu0087_0102,oahuoahu0087_0103,oahuoahu0087_0104,oahuoahu0087_0105,oahuoahu0087_0106,oahuoahu0087_0107,oahuoahu0087_0108,oahuoahu0087_0109,oahuoahu0087_0110,oahuoahu0087_0111,oahuoahu0087_0112,oahuoahu0087_0113,oahuoahu0087_0114,oahuoahu0087_0115,oahuoahu0087_0116,oahuoahu0087_0117,oahuoahu0087_0118,oahuoahu0087_0119,oahuoahu0087_0120,oahuoahu0087_0121,oahuoahu0087_0122
2017-01-01 00:13:54.000,14.264163427168764,14.14766555757522,16.230603629492542,14.895084544677726,15.402188384925768,15.408285707809252,14.393615535138752,13.902513674066554,13.964324196812328,13.162228838528437,14.663173969411371,11.84206279965592,13.00971699341843,16.086878615943892,15.182764493617029,12.169020233170016,16.326984190813018,16.67536601612953,15.133984863973948,14.585343400711915,14.595166251149465,15.12067104534431,15.738991270835076,16.329922200751394,18.70349494954664,17.91305951118578,17.841007644754853,17.284997013739122,16.93306607609704,17.547662682113593,15.620026177643112,14.498343291655488,14.458023972556898,13.404560687277788,20.622427413995027,21.66610760255025,25.63409867824261,32.81221331757002,39.79391267922223,38.7817815583142,38.17252861110226,28.65364780259987,31.18877000308209,31.828411922218688,28.236057749589165,22.19716878119751,22.669905710324933,23.32293693682696,21.883210588583324,20.899070165999163,23.419927463069968,25.085016853031764,18.54016371306529,19.72721040710445,14.34370497072706,26.93279839145433,17.18598314810268,15.166925502154331,17.825187110888628,16.25257730324239,18.879668746350703,22.40753846697164,19.170482119933187,15.379213238808145,14.688563725668214,17.015232105597434,16.578557195771587,19.81298652711657,22.553890488001763,19.65522044903347,,,,,,18.15071358640784,17.13606619240183,17.24950415721191,16.76995538542857,17.85109342650942,18.127754859527645,17.668957687708357,16.62809286665764,18.367377644236413,17.867116530159127,19.117005072219307,19.020765584800213,17.741043052644365,17.953164964066076,18.73061196592087,19.230581060219148,20.46908886430825,20.37606747935797,20.219055040344685,18.33910538465729,7.764337344925602,22.376786198004183,21.67926042591943,22.248025157998065,21.27055860837754,20.663439059199384,19.462200168537773,17.554423013219346,15.454614150051292,16.194849277737625,16.139877011991615,15.62577677454332,19.592646806221666,22.5516727134525,23.153626073261947,9.63294653677884,10.286118341266892,13.466174750397638,18.420789032956325,19.061740144404,17.687573778429105,16.157199937555156,16.152536994310335,17.53715291706405,18.798222376467432,19.59841550615977,19.688675078304584
2017-02-18 19:26:43.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20 18:08:41.000,19.172297783124304,18.46600368024093,19.755481924197305,19.928211192166746,22.0060991035506,21.42783171419992,20.63698684774289,21.252903225776578,21.031642635581,19.556366500196194,20.77144943254455,17.548387119349222,17.386736340984744,19.57558326374572,18.524070438244145,14.504470134106027,13.839239581072128,14.16104129026947,14.405610143754284,15.542124555244335,16.317724173295883,15.920686329066218,15.377169580648731,15.308236897885584,15.76724979113223,15.921815105115243,15.864558029925092,17.2600387248152,19.3638590177172,20.9467191216516,20.22885750843388,19.600580680000206,18.878080665153124,16.63047265566835,22.55620678293933,23.90313900777124,28.31348107462604,34.27042308094622,40.036655602230745,38.45568864766047,37.02100120610472,25.27580793417731,25.59538326149975,25.89350931543356,22.4616383133462,16.000999445500796,17.282676197919447,18.925275538435525,17.892339051684402,17.83794337559684,21.73958178779608,22.37859576529724,15.097310202423168,16.162450947024187,11.109764148032856,24.40822456998174,14.995330455883868,13.15195722747915,15.739075172098556,14.997033573062913,19.152573258735256,22.88783603446969,18.449291266619483,15.400106868014714,13.658452533544631,14.14484666653384,11.234424760052738,14.27452658451396,17.119642016840643,16.170330889829597,16.51116281728162,14.77921289275774,13.879020094292851,15.208235882583049,13.988395050582117,13.914223118366204,13.427389223832844,13.526346812267152,12.520429311224936,16.14191346461746,15.003690423000783,15.135097090787266,12.433975571333033,13.315182259303285,12.592309904619231,10.49646923612721,11.140748641371976,11.217811425202108,11.217537142304302,11.049768803635995,12.226222311954023,12.404070751243138,11.83337649077714,12.050796194123434,13.511126747936697,12.01749024570493,24.570113406599432,22.683977240038164,20.53586547723161,17.96198249842514,15.634835123197798,13.827703829492132,11.839958214154011,9.698862193474769,11.841495942131568,10.674582271544743,10.042166821409667,13.748272127755216,16.72583955335382,17.459194684282487,3.7098608281309295,3.160646850091275,5.140913938941939,10.195935614061876,10.931867637004489,9.281946659160443,7.714955102062346,7.682937875602215,8.012645891132472,6.385378448305229,6.447078316191636,4.313593861694761
2017-03-07 20:22:42.000,24.22884019096664,23.7243861739908,23.83591840406695,21.399819535437583,22.52154670017085,23.08777092095277,26.38445230344936,26.291714316473893,25.311728550892,20.627332404000487,22.051335130395547,16.731328798757428,15.66771745062903,17.548080345047016,16.358757151210213,13.59679977901182,13.879673216391552,13.403350819288212,11.164499035948136,11.713628527927076,13.89799708562488,17.25943329308701,16.873226618176506,16.593393912166707,16.60024186887893,14.871927310360372,14.76501334994334,14.63228753484912,14.49237518974044,15.428072285111403,14.30642730999651,14.39468432751308,15.318289438849986,15.398596267095092,23.35882103028116,25.06372447088133,28.39844969274624,32.73061347974489,37.33185523071008,35.70276274722722,34.02699864469941,22.071333308466144,22.366186777835697,25.76480276109075,23.416327553835824,18.231602997627267,21.457396057943853,24.538792049446023,22.782316040151105,18.17733746298596,20.587360593526803,21.85007036109004,14.50527180932151,15.157426020916596,9.486791615747707,21.84809268998252,13.064548244164552,11.142513727845635,13.136681804523738,11.012003055122769,15.325319813096376,19.431132897078825,16.858274218719153,19.13954671132644,18.75628842071592,17.004700609845404,13.579337083923368,16.572945774116214,19.033308704228883,17.349700385947347,17.668275414939675,16.33216096008831,15.101188770014405,12.926938383928258,12.266926457441192,13.193636667734108,13.914370996052543,14.3505090192517,14.280672266725434,16.87350445677783,13.773319326451428,11.311287452857384,9.025646593778056,10.645921416270252,10.94897445526728,13.50345593990842,26.854085735625787,26.13336857329276,19.14110660308429,15.54009132050046,17.76317245500822,20.10244632470049,20.44636027661329,18.600099145529946,16.172375085920695,11.518906768853904,23.07796507892483,21.44554586674808,19.85711801193817,17.840057597323725,15.219926874994844,14.028013890991575,12.608167304865656,10.669351526541254,11.672176468476772,10.618896031152506,9.811466880529292,13.33389400536482,16.139085042250883,17.06325456073716,4.001345150455796,4.499679998571088,6.697576784833832,10.750630042917471,11.062180362785156,9.269165068096424,7.528826176609195,8.966825216682466,10.562380476060644,10.547690254551831,7.872294578314536,7.08309817312323
2017-03-13 19:16:21.000,16.676156311405386,15.230206976889823,14.384873907726044,11.949687599883342,13.9905469239786,13.590323452078,11.60667426771167,11.908382028403306,14.21515597407626,13.311881140305298,15.080549188345744,11.963835915142726,11.934439941212656,14.130161184491516,13.10575082974091,9.824362181279309,10.339388875884998,10.82456533406298,9.916912384856849,10.336258971005009,10.913243231554992,10.66402007093849,10.566280913201924,11.845104669559325,12.423872114652186,11.534721731489867,11.666415020411494,12.16128361441146,12.5056727601475,13.260700206837427,11.83736673877334,11.657436675080934,11.92330979562628,10.960264169405097,17.378097388487845,17.828620502486086,21.7334566924652,29.217460838780923,35.136845670271896,33.499385200224644,31.73523849432236,19.995823402947835,20.32123500965928,20.786150552505617,18.18299980840101,14.164313592991808,14.852243424704984,15.992240505151132,15.172974289681592,15.196489941272196,17.757618258666305,18.68187540578069,12.517066122611125,13.846146766745631,10.22672596552824,21.75377089187046,11.718534486796608,9.519674881283668,11.74692271469673,9.906687523458713,14.23135884623522,19.245125179047857,16.533894411438904,14.072477087489814,12.333498214476265,12.760701338072453,10.325634550700372,13.260878831753772,15.68530906259255,13.977053986545862,14.624258139144125,13.294470708626813,12.284440278367809,12.643541099188509,10.915236027417194,10.732797527668993,10.804916466515213,11.303244499088628,11.312912332954689,15.692748231292592,14.103868890279507,12.554030723124278,9.38645031364578,10.672444976380245,10.566015552116212,9.853766167867535,10.45118196073161,10.346588231775833,10.518734337526547,9.566152352008464,9.57935203042198,9.682794142363202,10.2583524021609,11.16241695187326,10.796252607416994,8.316277685467488,21.807273621573888,20.543188838719114,18.74601971556424,16.784790147219326,14.798625277682314,12.751924356234255,10.51519572116472,7.810840923300188,7.973884960870088,7.647962926108025,7.91655247997262,12.180672524591165,16.552331647695834,17.066404057708166,1.580502686675209,1.3166588320051928,5.02222151637824,9.541671798574349,10.024072439085364,9.355389566442602,8.616646363462015,8.937578090008714,9.975523869275955,10.523551446875423,6.396666065213743,3.4230542486250783
2017-03-22 20:22:25.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-26 20:23:10.000,23.39599765564742,17.757100723134435,17.690307312041963,15.193288626787949,18.61156352554696,20.503580678894856,18.889411122273927,18.09859726997105,17.616160739505638,16.934445590518035,19.362809655261984,16.470689347677396,16.14649733525706,18.69595970729583,18.10693897653228,14.445869004225006,13.127412852560177,10.89214997488787,9.694236227687178,10.231374170859093,11.44470957359492,11.647045322224344,11.877795240848789,12.710030426682216,14.959500994289396,18.002771632688376,26.823559217602767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02 00:12:34.000,,,,,,,,,,,,,,,,,,,,,12.698981153786264,12.877225239010237,12.426430499809776,12.734151069962572,14.464225127839727,14.910253934977405,14.426024334979,13.066836971744811,12.449959252213684,12.153165975264208,12.314616210761054,13.76105723132939,15.64122852828453,15.509589095177086,22.36416236584997,23.84916869635589,28.319049080455528,37.29711204167784,,,,,23.649095978307944,23.93222959103021,20.961764686941493,15.569412631901214,17.51307892778662,19.866835004434545,19.34747591020238,22.25727952524193,24.85086803547497,26.489082557789,19.5335687837747,22.53455353337912,17.435117359641524,29.828419418126703,23.27686807692049,21.29240976274531,19.57150681501285,16.215191055867205,18.67239607257048,21.61867998225728,16.97181589329495,13.876254741295435,12.929654597575617,14.385932993839102,12.491208851217907,14.719796302254242,17.240675679183248,15.931093708324063,17.2697890179106,15.112648129029973,16.03704449445739,14.50962462613616,11.238148772629918,12.391284022981058,12.183074082958727,13.377219274115678,13.087261592013997,17.965761965143198,16.7478064525093,16.033197449972217,14.490098501137464,15.181354215445593,14.600670995832376,15.866527321561431,21.596977457382483,20.44738903412435,19.978914905048025,17.96754171802752,16.814841297101125,16.173973109296693,16.88621911103499,16.633902813666374,16.04744789699769,13.982675189343857,27.15819873804064,25.999846057912528,23.91511259823795,22.563815244899363,20.999171572254888,19.381133401757307,16.826631253372717,14.03039238495011,14.890273055931454,13.87053021714159,13.140182112486228,16.098030931270298,17.65115891106221,16.974388861554733,3.704186277527685,5.111343619882229,9.483793124301398,13.659741554176607,13.245197808104786,11.334905145641184,12.025639579250472,12.15282245508778,11.848600983242545,9.56955773998655,6.205474288805712,5.663997347958356
2017-05-02 00:12:35.000,,22.836233483739903,23.056738444803766,20.843179672104068,20.667949330798308,19.28191801318516,,,,,18.133483598442325,15.635879450066827,15.702794556538414,17.541897962515627,15.469600984700548,11.032266548095487,10.27394393086098,10.044267175630418,9.505940531774312,10.00608988477352,11.267702271459063,11.905310402433413,11.981752750206867,12.209123799087129,17.318818904221974,15.692919882736112,15.107591124244871,14.011621149222751,13.422093567206998,,,,,,,,,,,,,,,,,,,,,,,,,,,29.35888472871165,21.0382515739998,17.586441683659434,17.35553759452888,14.557677665845295,17.399022093102744,19.753129416652712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07 20:17:19.000,20.18760824385236,18.58915213603164,17.56981725746649,14.884373376894338,15.953912172569646,16.09105286635488,14.887083184832498,15.01612259288028,15.11018869780572,13.208040071955184,15.059074979561682,11.411519821092403,11.013844497727188,13.476320530118407,12.470097282404527,10.757128814629333,11.483770413266374,11.477766590122746,11.25418522736343,11.76042503183562,12.811976055490662,12.76900012312102,12.308163165549644,12.06415492327073,12.861275899262711,11.546093105090478,10.25885718730952,9.672777688886676,10.06150718764201,11.618133277545963,11.818558032108246,12.441500274261012,13.020779191745907,10.44962994299627,16.969096812538204,18.51625734294151,22.583100428288944,28.721551499876103,34.79412347762056,35.34299102856944,34.26256551829565,24.53649786084836,24.295254849429405,24.005110846788348,20.61039572494189,16.400628186397196,16.776586383058337,18.401746960563223,17.62572314600724,17.490492252124437,20.46202852004144,23.071005809078503,16.987675584200964,19.07866739808494,14.188476840543778,26.39987207617076,16.191104002632144,13.864749590279793,15.554750480181813,15.193924456546538,18.85298171533557,22.28758160863353,18.969305482203765,15.62600874896406,14.712316067778689,15.465147500238473,13.388835636118884,15.861253034800203,18.42192876686458,16.539883337385213,16.61908462511873,15.428232275115418,15.168195629271398,14.07088962325636,12.928646260426971,13.008888816642392,12.459981768672906,14.356169502335442,14.19755706496382,16.331754740820163,14.798988933434854,14.011783763870165,11.674074207064864,11.75128550840653,11.163515028894547,11.16010425901275,15.494226751099108,15.235606302594828,15.470139844274838,14.332927520787168,13.576723983081758,13.176639496529203,14.123868229364932,13.203027280015212,12.003942512570186,7.324167813295973,22.06946914344197,22.076179568182283,21.01265197045545,19.76179188517942,18.12616112840506,15.599521300636932,12.209651227518211,10.006148639216752,11.1334117398991,11.231388694053258,10.161643673169554,12.280103939173626,15.006206421406626,15.89304120944464,2.09520736322724,1.3443632871620723,3.3277493401802274,8.503710309967135,11.722299755393715,10.044506258583352,8.961336327573811,8.417071171340094,9.343194748866551,9.197182263005104,5.241608523407917,4.700844379804676
