dates,oahuoahu0007_0001,oahuoahu0007_0002,oahuoahu0007_0003,oahuoahu0007_0004,oahuoahu0007_0005,oahuoahu0007_0006,oahuoahu0007_0007,oahuoahu0007_0008,oahuoahu0007_0009,oahuoahu0007_0010,oahuoahu0007_0011,oahuoahu0007_0012,oahuoahu0007_0013,oahuoahu0007_0014,oahuoahu0007_0015,oahuoahu0007_0016,oahuoahu0007_0017,oahuoahu0007_0018,oahuoahu0007_0019,oahuoahu0007_0020,oahuoahu0007_0021,oahuoahu0007_0022,oahuoahu0007_0023,oahuoahu0007_0024,oahuoahu0007_0025,oahuoahu0007_0026,oahuoahu0007_0027,oahuoahu0007_0028,oahuoahu0007_0029,oahuoahu0007_0030,oahuoahu0007_0031,oahuoahu0007_0032,oahuoahu0007_0033,oahuoahu0007_0034,oahuoahu0007_0035,oahuoahu0007_0036,oahuoahu0007_0037,oahuoahu0007_0038,oahuoahu0007_0039,oahuoahu0007_0040,oahuoahu0007_0041,oahuoahu0007_0042,oahuoahu0007_0043,oahuoahu0007_0044,oahuoahu0007_0045,oahuoahu0007_0046,oahuoahu0007_0047,oahuoahu0007_0048,oahuoahu0007_0049,oahuoahu0007_0050,oahuoahu0007_0051,oahuoahu0007_0052,oahuoahu0007_0053,oahuoahu0007_0054,oahuoahu0007_0055,oahuoahu0007_0056,oahuoahu0007_0057,oahuoahu0007_0058,oahuoahu0007_0059,oahuoahu0007_0060,oahuoahu0007_0061,oahuoahu0007_0062,oahuoahu0007_0063,oahuoahu0007_0064,oahuoahu0007_0065,oahuoahu0007_0066,oahuoahu0007_0067,oahuoahu0007_0068,oahuoahu0007_0069,oahuoahu0007_0070,oahuoahu0007_0071,oahuoahu0007_0072,oahuoahu0007_0073,oahuoahu0007_0074,oahuoahu0007_0075,oahuoahu0007_0076,oahuoahu0007_0077,oahuoahu0007_0078,oahuoahu0007_0079,oahuoahu0007_0080,oahuoahu0007_0081,oahuoahu0007_0082,oahuoahu0007_0083,oahuoahu0007_0084,oahuoahu0007_0085,oahuoahu0007_0086,oahuoahu0007_0087,oahuoahu0007_0088,oahuoahu0007_0089,oahuoahu0007_0090,oahuoahu0007_0091,oahuoahu0007_0092,oahuoahu0007_0093,oahuoahu0007_0094,oahuoahu0007_0095,oahuoahu0007_0096,oahuoahu0007_0097,oahuoahu0007_0098,oahuoahu0007_0099,oahuoahu0007_0100,oahuoahu0007_0101,oahuoahu0007_0102,oahuoahu0007_0103,oahuoahu0007_0104,oahuoahu0007_0105,oahuoahu0007_0106,oahuoahu0007_0107,oahuoahu0007_0108,oahuoahu0007_0109,oahuoahu0007_0110,oahuoahu0007_0111,oahuoahu0007_0112,oahuoahu0007_0113,oahuoahu0007_0114,oahuoahu0007_0115,oahuoahu0007_0116
2017-01-01 00:13:09.000,87.84346243751598,67.28827129355827,62.93582171661916,73.35987614004692,66.66130679426213,65.41546401362986,62.95117883267477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.06129601543261,50.73013000545756,49.14910895678425,47.74445283374432,39.54626534000104,28.584150730692123,19.55954239886629,18.757599224405723,22.803267854954647,27.03749479479004,29.683943194908032,31.09559220523784,26.4671385118666,25.710696552799124,26.400546992979965,23.07610656629116,21.561837777870057,19.65431928079406,19.7651291016271,25.11331192075028,28.520286211664,30.21237853684352,31.24819331177529,32.75615972678482,33.630963536749526,29.551486034966,26.75076552653577,30.982243854560565,35.4393514675624,21.61823810243392,21.781895199641923,21.82550754634824,19.377375488239725,16.138365638101842,17.981360356594244,18.49417004092529,15.915189940699678,14.47424743524163,15.838464572262994,16.504027198208785,14.712687493797802,16.894619939892266,18.293342971864163,22.409313131187616,24.61932861513928,24.93920205632829,24.343984956256904,28.03872399456732,22.89500962659431,6.598587969535851,1.8991325290419163,3.1055490904394185,2.4573579152194625,9.571090287977103,15.774623678177026,15.667809046896352,15.173962145949396,14.438303311637974,14.304733808664311,13.273803201354111,16.805513107657863,17.5655757478615,16.30854824644945,15.468321555385142,14.67705252763114,18.43234107705222,18.915862070577468,17.06957345838508,16.21485947280501,15.77040444221095,22.970467176806544,,,,,,,,,
2017-01-02 20:21:45.000,47.60278637275788,41.540150399725945,42.78983396592089,42.44993711109064,35.55976475129215,34.22627320499196,30.30278866694951,26.63033302963676,27.599602628166004,32.3213669454197,33.35608820665608,38.991258126598055,36.88593283189445,35.04724874458648,30.606990137073545,32.41325630985258,34.47328476750087,36.550478740729446,36.7159625705642,42.96467054793351,49.37010744819708,48.09190727356969,51.44588921532157,50.32966698565204,52.33658416644397,55.5575105925994,58.45493931548995,61.17761692944322,58.259785943184646,49.75262049702084,39.54988511416633,36.902671636107925,42.54801884896462,45.503271039906366,41.8767423784094,39.57654876554165,39.49543008972154,55.54337411580721,68.08158062392452,63.12872285133359,52.8521723375496,39.73251287262579,27.26271903604224,23.851681669285263,23.847937905727484,25.521194396144185,29.455141575690096,29.51527785670287,28.98169953331272,28.139460478650875,31.278671447126445,29.392867448374947,23.518320093683,19.823979008532035,21.35741336837312,25.329969696478283,25.21552431747073,25.115159113003607,23.90604113358072,28.911904467080923,25.070006745581143,21.836750402086373,19.67278353490661,23.059107715671573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-15 18:16:26.000,,,,,,,,10.33415273134806,10.477466835599971,,,,,,,16.1073674435896,20.5077203579229,19.38284683138154,,,,,,,,,,,,,,,,,,,,,,21.57346831347277,23.689610380221296,27.315776113943315,33.37577447330425,35.06740886708415,36.01203548193333,38.133989097093895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.994565209704529,0.6892993899631594,,,,,,,,,,,,,0.7631930385719838,,,,,,,,,3.159015682024652,,,,,,,,,
2017-01-29 20:21:27.000,60.91168209488819,56.75943036371879,52.293895494118416,43.558579579654506,31.235161507478548,,,,,13.09178648826058,16.839050341812364,22.67306556369831,,,,27.39292772790941,42.97744941988148,,,,,81.27282577773637,78.67624860524346,41.921758808298776,41.786666403628594,38.934241073324266,36.44196399553331,42.41070855886422,45.05490376765621,42.39034923611705,36.838731088287474,23.73046714904131,28.390560434057228,27.726094511357708,27.82382039257091,30.34827639727027,42.47407376461111,48.30705629287159,52.79088018528161,25.74277593547377,23.899293107724308,27.41412875117297,34.0974120100138,34.265957036683204,31.61118809760796,32.94602366270583,33.41993690368629,33.8969615956774,38.00708338578831,37.44855762125864,38.74277166372343,38.86621920784524,39.77353577681684,43.47226451336467,46.13820867077136,48.55303286957125,46.5970072617659,43.09341525096389,41.10879412025673,37.24101035740869,34.00749718517406,34.14846625978338,31.811663468324628,33.59771926177657,45.07156208187408,45.34562304943056,43.25848110660999,36.262806477164204,40.91132720473206,38.65070424101828,42.869680358667566,39.63114145976155,32.77699806903781,26.43171885969078,24.243120078300368,23.676944843506902,22.705048969681418,24.47891560195522,27.94013524025405,29.27426238763829,27.76306459973133,30.096586848016983,32.4468091965373,33.34834931933611,25.90837403467472,20.056929554990816,18.17687012267793,21.56485738888885,23.88026420432637,23.80167204174835,28.728005125104787,28.54034611634942,23.607760638419386,22.485601289348345,21.92269392190703,19.069272541653216,17.805598847543877,18.886553905573027,19.88431502996196,20.128788851416584,19.699346486566604,22.95403539889348,24.046636026079685,25.54787808384115,26.205797295505523,28.91030189096148,35.53857293712203,36.40196217207389,35.47769992139136,36.85161336532168,41.37972894827998,36.466950195615446,37.50810106269287,,,30.87320549477121
2017-02-20 18:16:06.000,,,,,,,,12.698077531649473,15.341775227549574,30.47506384143292,28.69893466290826,25.516048332221555,29.47444550353094,47.86190451499693,55.514466084848046,67.8841745795414,70.42152933869687,56.59045729990125,44.8931723438109,58.79617371816407,62.719643502375874,60.56737918550425,58.86236871011135,58.43494404503891,72.19933613762772,83.6481839337653,,,,,,,,,43.90710635604977,37.92013486149909,50.98274590246439,62.895914984847295,64.36151249902612,66.6702151964287,43.812555847492455,45.6773461638194,52.647057501002834,51.54247947310492,37.660249695124136,37.76989252392323,44.20556498630942,52.77098039361071,56.45199692393196,51.5209627155505,39.74641137331986,39.75612243113871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20 18:16:07.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.14179480908995,31.352094914689115,34.81929308084558,44.85412031281646,52.93548272061641,51.40135577226382,38.34207997982295,38.47089632176657,41.832100573361,54.09863567468064,57.68528018693772,52.60009775962956,44.45241684706866,42.09159954628981,,,,,,,,,8.789378587053724,3.4853898542314323,,,,,,,,,,,5.493956244302277,10.374807466872658,8.72738777462025,11.13308798721852,4.846912768371865,5.801003985778959,8.00194512226727,21.785172779688207,25.31099072584504,28.67733802045329,26.72297718657145,26.8500359007738,22.39809006093691,12.82423460942973,16.857528288388586,19.980179778628635,13.91668581367852,20.910152720312453,20.86041231215489,17.32037217990162,17.675432075777206,12.3485277326879,,,,11.103888572524802,19.24868199621537,18.710891796458945,17.033288143554262,18.70101273712364,27.223713740870423,30.723928453965456,24.89626113402404,23.552392029356444,31.07199093796518,28.867404436764367,25.65740057473249,24.919003993493536,18.29528007320219,,1.803230368394236,5.935254377830917,0.6272071643230568,0.4261485631345922
2017-02-22 20:22:34.000,69.50466252449638,58.92318242260403,46.98978381234278,45.06804375060466,42.27355494215759,44.79451417638048,44.46657962880663,34.246578114208845,33.77008365495141,39.96877357366,40.985641807421736,41.692374704718375,47.449526318380215,47.87516248743539,40.70088544620026,40.61131963284154,40.87212960964692,40.50434883564634,41.69562865932761,46.361501117463696,50.01925214741419,51.50152783162011,54.4784599472254,52.50302353442992,49.95592373210491,51.733385632045625,56.668941366731815,54.80395281093888,51.12808635605359,43.89568909537218,39.21236744795438,40.44770359216992,38.81903377752757,32.173521179155195,33.779207497537385,38.42326565323044,39.71021711568254,52.495815938737806,65.38140423776308,67.9625574552636,,25.60659132245369,29.59672595395036,32.09344572497595,36.55603617461558,33.21973324864703,32.75777545240211,39.1728857665085,40.602914707426,39.418972671656206,40.38241162081829,38.88055943565035,37.093495300310174,29.486562034931573,30.951369802958617,34.88290753526749,35.35385014617974,35.210397138870874,34.4627846209662,30.48815687923445,30.952235756039773,26.17644355298286,22.66901651061517,26.00851936038771,26.69391582604809,32.58397054092849,44.10648096605482,28.01048783729988,29.71639336441321,30.35545142189689,34.35580853744742,32.90863644018195,27.18797608026233,22.987177885660422,24.2205528405099,21.58401154808277,19.726549906356016,22.8530110647039,25.101343298812417,26.85610154074509,26.38116265998608,29.438980886968206,29.528300262574724,30.09481537513361,19.232795265589107,15.31200680268789,18.25650115855262,20.16517381218199,19.38014145939972,19.933384722774434,19.08342659211904,17.513246656150546,16.158097881595268,16.852843278039977,18.43136116066799,17.04386588102074,14.851535284914398,18.19654364214435,18.44337489774879,19.557400400335016,18.596630022324188,22.28811489411586,22.600706007689737,21.16237868040671,19.31739897028727,18.120159183108218,22.453734433229528,24.58876917719703,24.006048371097112,21.91783891897875,18.428460857885995,15.000134115847173,16.476607353122688,20.63493721262116,14.762972941775786,16.13870373400213
2017-02-22 20:22:35.000,91.9609558492447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-02 23:39:25.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4769159693924,50.13392329395561,50.654194718379856,51.32220214677043,53.847523586711816,55.42118562276801,49.5228082683745,51.571400473888296,52.72648012186884,56.3106473969992,60.28909154063318,61.43818670992735,54.91010359597136,50.784688726484674,48.22679454436494,46.89540405644388,42.01526173517972,45.064259673051126,59.21015358675371,61.2472367757981,55.87553902663971,40.50566937999,43.81019105674105,41.89119968793915,43.7335390357423,40.7215179475384,33.1541408846856,25.183271653718123,22.18209237005734,22.501768516246965,22.68178121563461,25.34255318790414,26.91383397466716,28.80080514387761,30.3737157120296,32.04602712736485,35.73483676018762,35.50659175993894,27.43209099232328,24.92525591966462,27.234021432460064,30.01182301152503,29.967949407602628,22.04906120764154,23.675664166630927,23.663166424143814,25.16502397702181,24.924176706798253,28.89695511159252,26.38027652840235,22.751820595213623,27.65893405067196,28.904868032523403,32.209250349358165,32.93627405518397,36.4937760080913,33.22390809935821,30.69873411526312,29.00307325901475,28.70506305297384,33.28130335884829,33.346620925878106,31.65410241183599,29.42188704787754,27.06258200870884,21.1879000692199,23.093651774412248,27.069485951869904,21.38311062639787,23.67032537141857
2017-03-13 19:16:16.100,76.33310676989841,74.66871750585673,72.85939407349622,71.67849874236579,71.03770758808302,71.08025657713436,55.244147749228816,30.691206257981744,,31.896226561498555,34.72667331971325,40.27934317266936,40.63612190531616,41.91346220622549,38.99511699147568,40.68881199489603,40.47698993167843,39.820199750532616,40.097445052856365,43.40916317599925,46.992670621658405,48.02798113133818,44.47472599436506,46.78340013370462,47.71719513494975,48.731122231254176,53.64454951622518,59.59659040060794,59.31374180335783,50.675074712282,36.39893735501868,35.672137547827994,41.04060926862053,40.99428830571121,39.73283272279293,36.24257147723631,41.81489785167747,56.08091870660493,74.94816371531117,74.66140648991829,32.6476828336489,34.478255750968614,38.530685112629776,41.41591448062936,40.55315869688216,37.83693334493046,38.50162387322688,41.40125102180263,43.65052031794972,38.66067915590199,42.71336590881243,42.299545960965546,41.46772181628731,41.96081069937232,41.84811968071445,44.37203442993075,40.52515121623794,40.16713733506583,38.03982190307747,34.52967421399434,35.340659946108325,32.72958948412507,26.16035682023268,22.30057450321037,18.036495452065232,25.344913505573,30.661100566474087,28.957531154666803,16.584100339878006,10.300237338099894,16.508013856344764,18.851319385846526,21.366105735291782,15.374962104954452,15.701529679870418,17.42217244084996,19.01673149264536,21.61554280802087,21.793283127053964,23.06164780788677,23.783660665361865,23.795460779064687,26.207098480591167,30.021663583919,25.28778944519789,18.67426363440552,16.923211990205676,19.530620266778467,16.39362336582133,14.643610508122656,13.046630422629264,11.106918559869126,14.614232385352018,19.270781255827043,19.37116969370265,18.510846421591364,17.345431432993937,20.365766342273265,23.64248571210429,27.0065121595831,27.469521720035686,33.00887077838239,34.89365988571865,34.302633590507284,32.89884984264569,29.92929234513316,31.10882575947092,30.819194065644226,27.79584193130533,22.63547379248215,16.13561733649175,11.653869381304702,,,,
