dates,oahu0089_0001,oahu0089_0002,oahu0089_0003,oahu0089_0004,oahu0089_0005,oahu0089_0006,oahu0089_0007,oahu0089_0008,oahu0089_0009,oahu0089_0010,oahu0089_0011,oahu0089_0012,oahu0089_0013,oahu0089_0014,oahu0089_0015,oahu0089_0016,oahu0089_0017,oahu0089_0018,oahu0089_0019,oahu0089_0020,oahu0089_0021,oahu0089_0022,oahu0089_0023,oahu0089_0024,oahu0089_0025,oahu0089_0026,oahu0089_0027,oahu0089_0028,oahu0089_0029,oahu0089_0030,oahu0089_0031,oahu0089_0032,oahu0089_0033,oahu0089_0034,oahu0089_0035,oahu0089_0036,oahu0089_0037,oahu0089_0038,oahu0089_0039,oahu0089_0040,oahu0089_0041,oahu0089_0042,oahu0089_0043,oahu0089_0044,oahu0089_0045,oahu0089_0046,oahu0089_0047,oahu0089_0048,oahu0089_0049,oahu0089_0050,oahu0089_0051,oahu0089_0052,oahu0089_0053,oahu0089_0054,oahu0089_0055,oahu0089_0056,oahu0089_0057,oahu0089_0058,oahu0089_0059,oahu0089_0060,oahu0089_0061,oahu0089_0062,oahu0089_0063,oahu0089_0064,oahu0089_0065,oahu0089_0066,oahu0089_0067,oahu0089_0068,oahu0089_0069,oahu0089_0070,oahu0089_0071,oahu0089_0072,oahu0089_0073,oahu0089_0074,oahu0089_0075,oahu0089_0076,oahu0089_0077,oahu0089_0078,oahu0089_0079,oahu0089_0080,oahu0089_0081,oahu0089_0082,oahu0089_0083,oahu0089_0084,oahu0089_0085,oahu0089_0086,oahu0089_0087,oahu0089_0088,oahu0089_0089,oahu0089_0090,oahu0089_0091,oahu0089_0092,oahu0089_0093,oahu0089_0094,oahu0089_0095,oahu0089_0096,oahu0089_0097,oahu0089_0098,oahu0089_0099,oahu0089_0100,oahu0089_0101,oahu0089_0102,oahu0089_0103,oahu0089_0104,oahu0089_0105,oahu0089_0106,oahu0089_0107,oahu0089_0108,oahu0089_0109,oahu0089_0110,oahu0089_0111,oahu0089_0112,oahu0089_0113,oahu0089_0114,oahu0089_0115,oahu0089_0116,oahu0089_0117,oahu0089_0118,oahu0089_0119,oahu0089_0120,oahu0089_0121,oahu0089_0122,oahu0089_0123,oahu0089_0124,oahu0089_0125,oahu0089_0126,oahu0089_0127,oahu0089_0128,oahu0089_0129,oahu0089_0130,oahu0089_0131,oahu0089_0132,oahu0089_0133,oahu0089_0134,oahu0089_0135,oahu0089_0136,oahu0089_0137,oahu0089_0138,oahu0089_0139,oahu0089_0140,oahu0089_0141,oahu0089_0142,oahu0089_0143,oahu0089_0144,oahu0089_0145,oahu0089_0146,oahu0089_0147,oahu0089_0148,oahu0089_0149,oahu0089_0150,oahu0089_0151,oahu0089_0152,satname
1990-08-19 20:14:00+00:00,,15.78320726764536,12.379607940129793,11.036538853310471,9.933278183631796,23.43311436721212,23.52034477628617,,,,,1.4778607142516855,-4.769419820086774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.466156965789985,27.35115635081712,27.72287863546361,37.3978264109706,36.71830886313218,42.304448610808166,49.30865781740313,56.836641443933054,65.4347538233933,66.32876928816597,59.822052033151,56.68653233912226,64.4553049185277,66.47314789846772,59.47230502674942,55.546120859161576,50.39520051823925,40.287404759828405,29.26297465286645,27.696803458560925,26.736965748711093,28.816878742643443,40.095737896541614,92.5130550399965,97.05221138038512,88.84918020817092,59.9448925681966,54.5250384003565,53.89998477973177,47.256795493337286,45.09276236175491,45.12670504875637,37.96748039662493,36.18194245481535,37.33058020047716,38.441131765588025,32.15228608626056,45.39151067236987,44.663631790964615,37.58462871509576,37.81470644571269,33.02541356932741,31.96897839841324,26.10709873703338,25.991879119388653,26.497327441756667,30.019793214665945,32.61655334824396,34.72312036823879,38.229321145459394,39.01136013622543,39.51765325691903,40.24105660631562,40.27071655566529,40.38007587147891,42.20029112411549,43.55395954120693,45.24067889868397,46.42320725699961,46.64047274218451,48.24537568454192,50.60023998024294,52.39931167647628,53.53061251693034,52.99868461372867,49.97045804337141,47.49588055520663,47.63552756348298,46.69598956184571,45.70346772658712,45.6434953360483,46.89981951379031,49.46942585535741,55.2741721101991,50.98779726606266,42.88851090674918,44.02453907343679,44.76762051753775,47.9470052479899,47.98318406584732,47.09449457219727,44.37561617930034,44.59774671622028,50.237327562128286,53.35573818949399,,,,,,,,,,,,50.899003151415656,,,,,,,,,L5
1990-09-11 20:20:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.764732309036953,6.468343757766468,4.603937122650248,1.8618662599098168,0.9325062685398712,5.064752976027616,3.1857055225353017,2.456998402484267,2.2591377338632355,6.775131716184104,19.197999422844592,14.512521678422132,17.525723730782666,24.29773077830036,32.89779294488322,43.06186213327807,39.84827227494604,32.354153380704275,31.518063991613136,43.8047962893407,48.52332749327367,46.69298435328184,45.40362566545439,40.79160251483228,32.889736500731814,23.430444321906656,19.77372209375877,19.9495506946384,23.627260331413463,,,,,,,40.94029650902922,40.722023708412834,39.764809288836645,40.36918708301685,33.45587168188189,33.726678501295524,38.969080043427454,39.652005679554094,33.84506827691541,46.38555478356024,43.81450097061246,37.02731772817225,38.326008114473055,35.670967719754444,31.88595830374234,26.13278168046396,25.71898210999712,25.44368122443006,31.23038784460315,33.06352558430936,27.83902034876833,21.32513152300736,22.54184122240725,22.176616233412044,22.613848816214087,20.88127363603399,21.01327638580444,23.37998837250084,29.39602295236157,33.225025391006724,39.60738220370307,42.571964387267045,45.14261682609414,45.25143042458225,41.1883024362029,36.6010820250781,35.64035701465906,34.813817418601374,38.45696704778679,44.62965977522951,46.24919654342854,43.49918830661397,37.22801173367118,43.980926660026086,50.36997899633002,57.29934667390136,55.143882399866655,45.10584090086964,41.93713075861993,41.31092364106969,40.67610893995921,39.81834060462991,37.31169873343728,37.35932822836151,37.65207689527993,41.95092537597476,43.715081464750895,42.58048406940517,43.69296102964465,42.82097174777383,41.324959234497726,40.85269082928205,39.82229909749024,41.87327475348093,41.27693663445015,38.11892509433216,37.44615743198878,38.16906375339846,39.13944559420705,37.8297404968601,34.249549239196895,31.4044564027376,29.33614774147974,25.91942510309404,24.40198586927525,,,L5
1991-10-09 20:18:07+00:00,1.8245208974317288,-3.915803973723975,-8.404738072934792,-9.401404681877269,-5.977629888983018,11.478843090763135,15.339764289517626,16.734500517890893,23.847901043858805,22.337399564151028,21.668175820717444,14.5638571025493,8.512686843910233,10.417519009947709,12.195398163982404,12.338136781229563,9.505733364598528,21.56758394110249,19.998825570754192,17.946410497102924,14.768752239809896,10.433211116001813,10.034929659929174,4.533509592155982,4.772258272394971,5.493379234381187,0.2053321550040852,-4.7216819946379465,-0.1022739383892847,1.1235316441444905,2.982814792228597,4.969743411052729,5.890047001412169,8.119520465125321,16.054736910010483,9.885563426790377,12.504470528637173,15.842789982442977,17.42134122496779,18.007548390306575,16.817493068131952,18.10468949081445,16.748068608641162,17.265133819758404,15.630894248679924,16.67439222255851,13.269829244585663,12.475313761746795,14.235730538689737,12.74824636304134,23.83690746456643,21.22217687336232,27.17951343988416,34.53933264651607,43.25493595106654,49.484652084175046,50.505373046440106,44.30852462536657,42.87024297999197,51.35227924198968,55.52624115363325,51.90160277287087,48.05198529972208,41.50237222421297,31.41366561127979,20.8301001286978,17.62259934601795,16.82927981652505,19.33260993129926,31.37324402428545,,,,,,37.05746352668974,33.71949452279043,28.64171314363212,28.96794261579747,23.34512669618185,25.25188598876285,28.630579198321414,29.438458512813263,23.28582437979815,36.41078338044637,35.21775749840886,24.04363267545621,25.5168897312575,24.16397277531364,23.012949275881496,18.944547234985848,22.301566499443418,22.050463401929107,22.351060730290463,23.3164119394311,24.382885519405622,25.716006399870302,26.8056004118745,27.20527424482952,28.07874101685276,28.52168349286308,29.212655228015883,33.16117259204624,35.099296849324105,36.81814651502654,37.56845445481959,37.519345788082894,38.881517941216,39.63832173321028,38.939285359509135,40.21965843410762,39.660095167114335,37.59146477069564,37.87854483475145,38.53674388366022,40.52372405844307,36.18370799078757,31.801447428870063,36.86777940225068,41.55836769759511,46.96009195062948,42.31831196519112,34.685863831012426,33.33970768501222,32.4358038954292,32.99111322433839,34.28639222701085,37.609846177910136,39.80360984777734,39.62425788520814,42.83762160051238,39.9091714523605,35.58438672550175,32.74558640213803,30.971450892132864,31.267843035686028,30.74092325899496,31.694803640955868,34.37030448705654,36.32397683612773,32.37819674648166,27.049837486607625,24.176768379909426,24.91928993201917,29.77594290681757,30.51046881316668,32.61526855343628,33.6108489834351,30.48591924312042,27.9614783004246,24.63101307852005,,L5
1991-12-03 20:24:42+00:00,,,,,,,,,,,,,,,-15.01352616551766,,,21.9622303451329,21.07016400129977,19.207825264947584,16.563881327842367,12.66316406238948,12.432466948781787,7.88800011886703,7.892930118266934,9.50681911931404,3.767777587276278,0.511669566610376,3.678955690472219,6.537798889274642,10.18689557183543,11.351194131648167,11.2092079300594,11.958445607570305,18.761721765786262,18.60975407388536,23.69909000523604,25.00943556482852,26.664664587089423,27.96443530570869,25.16438674153017,24.24633310903212,23.28934822581704,25.03207462038924,27.94096877475687,30.43451538419759,28.300145359571555,27.423323541252685,24.43577370230381,21.75176485961147,28.18677632260313,24.747947205812768,28.859244708949227,33.54368377030269,41.73804112246492,47.655132347967005,48.24165526092625,40.66330711649298,36.22312735605772,44.09058907909091,44.92626631781019,40.47818152060921,38.76857341474708,32.29071918681831,24.518657208155183,16.60232257487392,12.69915585633747,13.62248668225766,16.92858946382559,25.689403452603667,,,,,30.43309737163261,29.561223405912106,28.74930852714871,27.141510897480803,27.005099511303648,20.79280753268987,19.846707158141047,19.617063398021703,14.272301899224264,7.096237093530824,18.73220675139976,16.422371801025253,11.870192002194418,15.357711141908368,14.740965190872044,13.386431007189314,9.920306498853634,15.432986833555052,16.40926146539114,17.62850075598109,19.301638130131863,15.734599816751931,13.64804757913874,11.129868891201166,11.527237702320605,17.38594426755357,18.35891677451228,21.176702539525216,24.85530075475341,28.906321029635848,30.931886221093507,34.44688577568931,34.63826987676525,35.42831471847446,35.01415331077147,35.63136666636209,34.47187553480171,37.56714480053288,36.719987739138205,38.78956357212025,39.3270784583066,39.093376041151885,35.51000867317623,29.727793443823337,31.62344214226131,35.27251721422637,41.36412602225653,38.21894753157868,34.34919439809566,34.98969668431852,35.07376464692721,34.778502620073745,34.36255810578096,35.17459742013581,37.67296718968919,38.314152174406246,42.58034804925197,43.27913857515762,41.60535787600691,39.73768925052989,37.41210055064578,37.90082210439431,36.73924166108058,39.417837176726046,43.46117404534256,44.3919733225556,44.22933058018531,41.490444401390334,39.53712692001008,38.51118421504892,36.41656700088542,34.84698400734746,35.62882724514752,34.03980580696758,28.21169762243913,24.28497922922036,20.262527700539216,,L5
1991-12-12 20:18:31+00:00,-2.4711185214513107,-7.705636311480068,-9.73809628767779,-9.492458901193556,-8.748639404568259,2.362996433016556,2.93252926063175,7.4590712779277775,11.098130683856358,11.43648651511833,12.688497681693542,8.207592795674406,1.5103812375193666,-0.397691763684736,-1.7388962364653584,-2.4373403811793826,-6.306667307290952,12.660778002900702,12.836403135345002,11.281099466007742,8.252077925925846,1.8458016895867284,-0.626784240960094,-6.044040413030337,-5.2433743473928045,0.9609409203666744,-1.674335458141924,-4.900565287484265,-1.810665055467949,2.134874681131816,3.2838060495245087,3.667168817855939,1.282957972295383,3.206393915336674,12.60100359051523,15.415778149610643,15.576735170717834,13.910188638168592,15.517109730471402,16.309472058084076,16.607335067128428,15.549366722879196,14.99888582892113,18.81783393976681,18.24229496240352,21.356272645109243,19.355961364523274,19.81854049128661,18.396371463073173,15.734624865145248,21.17296215869764,15.665946008742266,20.268989471663826,22.09635087087191,29.573263962245168,38.48301441138543,39.13978375310831,30.96460811716527,27.122072235524605,33.92007832683316,37.58352392210528,33.72182195998444,30.017444530349927,23.44755888413013,14.304607858235292,6.590819295113187,2.846621459386762,10.20828895417336,12.325588278697523,,,,,,,31.95163918678461,31.9583965410214,28.74806518624021,29.038043998623515,21.91797677438916,22.212704023115023,24.199885097765907,21.987975300258807,16.915991208686783,31.492107365843776,23.945570492013346,18.05015204866644,12.847616557890497,10.763406865180388,9.916843505930066,7.47917573830888,16.750288546675772,16.36969889788493,16.988693478144675,15.694052028539756,10.707744842868657,9.413964136867282,10.410050030473617,11.091510384573244,14.464335386584017,14.742867677805982,15.031724326174364,16.446942354138454,14.96713288895813,16.58665628185283,16.998335990250904,20.91969072243965,23.59705566495765,27.90457808121101,27.93999614435108,29.380075278293564,29.11442121331759,30.548718850922164,35.8074881782747,36.36718910299112,35.45388922832316,32.67825986793243,25.381726634168928,26.33439636157153,28.42157392324997,33.503769305391344,33.40245683411768,31.58773003763168,32.459337396112346,33.437150852492366,31.65573691628761,28.226025197322944,26.547823729165195,23.811023867482564,28.186016273422425,35.36510644444131,38.8067726780811,36.33341821812421,32.67209534299885,27.31700980557278,26.798895028654528,25.73759011880604,25.549948403467106,32.83683984250226,33.14136294442515,31.49263221821252,29.510974963700424,29.39646470264899,26.085783415998115,24.51010994987056,21.334447911987183,22.360458333544383,19.99407494881864,16.460414123649016,12.66257388867936,14.873855414891272,,L5
1991-12-28 20:18:23+00:00,-2.830629637296731,-8.921915767101812,-13.982954980137087,-16.595879905944162,-14.191816332364562,-4.185125392446532,-0.5885646719752515,2.859362140141913,13.676819297503704,19.25028717792043,16.349573244868836,10.760136771048318,2.437833496844528,0.0987227181993522,-3.083287714630982,-3.401892744729518,-5.064826294174386,12.016764075771412,11.769162173376952,9.439261441667076,5.899938560097829,-2.130279886447396,-4.726158490930941,-10.959344958436033,-7.112386001490809,-0.0587458304018151,-4.549143538970881,-8.632720966007907,-4.893359419185696,-2.587889265520375,-1.3516638298038466,-1.7775081474436842,-1.5680010455261268,-0.0442697005644677,8.7268938194994,11.659783895678112,13.64350630417714,12.890375295720846,12.179582701205913,12.76920432123258,11.146565544768874,11.080291800215768,10.07801849717683,9.05668712484218,9.42390060287456,12.648850120566456,11.54661279166802,14.022555434185582,13.23433287793819,11.328109940788464,18.11475903440357,15.32196647685452,20.40725216050197,25.999495664522225,30.69534413826924,40.91095590001319,41.345382723305775,33.95308898400073,33.153742571027315,46.16817208921719,49.87534159019692,46.28128157137276,39.669424655894986,32.716487495616384,22.769078836203224,14.391069131566509,10.293869196338424,11.525804087428693,13.900309372720647,24.67212255476072,78.96153421126887,79.60097561920774,70.39577993226746,45.01383497894292,39.83802265336766,38.88680083189182,37.11817785223747,31.50070560171256,32.09915840332805,26.54446247215872,27.84625745338814,29.399980725272474,27.30123822543145,22.785631762957752,35.793359120762844,34.36436729775079,23.800914339663915,20.360802324258223,17.504585557961448,17.739734869242795,16.28031778334214,22.250790801316302,21.744667531963145,22.034296320171123,23.051722912150424,24.71342315378568,25.894912028070795,25.38528544853637,23.55917802351928,24.18289210889741,24.796269433792222,24.966938067865662,28.781586076241148,32.25232285210018,34.07244259994407,34.06236741450794,31.43340852321042,31.56194972181877,31.557884102311863,31.752460273177043,34.22522667708681,35.503260664967335,35.25304104044081,38.287212545966185,39.31533241295819,44.04516077964798,40.83196835550348,34.92790579309418,38.4753507797481,42.39946874232194,46.37825974822842,44.61084803943256,36.83683990710986,38.28731524990248,39.46712411058343,41.71927135827348,42.82893190646759,44.89105018964779,42.56304412742239,43.679844019278114,47.72662322068459,47.3645592826616,44.27772773711546,37.81472021819766,34.411579318085884,33.98819610614009,32.72592350832125,31.68302334846235,34.15780665217469,29.80182283022713,28.47327703770993,28.42659131398706,28.2784404093984,28.213391343726062,23.29243020644229,21.87318722083912,23.38172519642117,22.38403616692088,18.727101993987,17.715590515056896,17.322441083740756,12.783358492999286,L5
1999-07-03 20:46:48+00:00,14.711398574415728,9.121413029829377,4.744868564984249,11.477445421495426,11.201676513855745,19.5239212498451,22.798316401914988,26.282753118931577,,,21.348671699065072,16.39404206877893,10.533135106306888,12.911940204274975,18.95944254004681,19.215906269666483,14.766672074689073,25.74746332749564,23.22774434400913,20.605275104928232,17.491217616935163,15.87558704830474,17.006224338266605,11.022277675534507,9.248284480376242,10.460477561358733,7.779847507710113,4.121835024275024,8.94726151973244,11.079472134114049,13.554365405606738,13.998374840112849,15.104070137261324,16.566291531676345,23.45266416682656,25.601139984205545,25.562766145197767,26.78227697382877,27.68844485645869,27.97547340010107,26.387400698983544,25.10394994295824,27.514786088323174,25.58887805184152,24.16244401199977,25.53812188912141,23.54021695454683,30.09294286750338,26.91478764667321,27.73175902245779,36.23626781514237,31.764832104225658,35.34414443692019,40.81972435502273,49.44259536106013,53.84210119596145,54.37419091032428,47.01288014921289,45.29374298382441,55.377822767994616,59.70813505577923,55.797028671371926,52.90754018959845,45.90213229263908,39.21284496296188,29.82242321627131,25.55735689974627,25.788945768962616,28.13293159667872,39.107281434275286,90.14116885691531,91.3688587381182,81.71308121230628,48.56831480045463,44.37829627515201,41.76520835728555,39.666923254673726,38.9162008853432,38.87738715766263,31.92510923085378,32.19658239092661,32.3206329416564,30.16694680211688,30.87660626290464,46.29915147597531,45.24884291489954,35.016263851563586,35.25614045447682,31.23123273194681,29.094981999943844,24.180474036810548,25.20601701865689,29.75421978172164,34.254760896415945,38.54025014232354,40.20881188403837,37.13175456188816,34.30815549913942,30.995928031194204,31.65275129441798,30.81096522326304,31.36852579132503,33.63732186214696,34.14725142054006,36.85988201733559,37.46435718861177,37.66441974848812,43.46302160822806,44.91778806326265,43.65858718475869,43.72117466569108,46.39244289930877,44.77630176033644,46.25763295469527,47.90638696941832,50.03261768458965,47.22723545565174,41.54761429658179,45.27769371010879,49.458312145679095,53.61111466664285,51.77013259148295,45.13359532821325,41.7483889974144,43.100951436813006,44.782481222034136,48.31752699451215,55.27036429656384,53.1749237201723,58.7697364495196,66.02748092821012,68.05829475961646,62.641991825007125,53.029775105158286,44.5173402977127,47.41674141900253,44.395841281197406,43.34304811241028,43.91510567202378,42.979836683726965,40.22165271954637,36.525054239935976,40.674349842173534,38.54735605367304,35.629328695765295,41.257497009719,42.13407649346514,44.4182117727477,41.53734301142124,37.030192449151976,32.30667191045428,,L7
1999-07-10 20:53:01+00:00,,,,,,,,,,,,,,-8.694563316399677,-6.329849140137194,-5.869239074941183,-7.832933083978595,9.81643420861124,9.941777334014963,5.772705816491895,0.6019458811628488,-8.97377973677686,,,,,,,,,,,,,,,,,,,,,,,,15.040192409343168,13.493981884209898,15.580730653264428,19.25965575360437,21.449640966474018,28.17942581601803,24.500305534762777,28.52704260141179,32.37206657909497,38.5304481178515,42.846969783462384,35.86746701949519,27.8972062358337,34.038982208247475,46.51554751287392,50.846739790325984,49.82980040162546,46.04066024764014,38.69782103311481,27.45389976776439,14.466503848565386,9.969544215280331,14.622613372109068,21.80980178364924,37.96941418507109,96.01735096676576,,,,,,,,,,,,,,,,,,,,,,,,31.58570651312656,29.5905113690173,23.830440242779105,21.860998130662896,22.14541607208968,27.58711813791361,27.45411986476381,27.01763793098708,29.02474119083088,29.88316728851313,31.71482820082698,34.296309684998555,35.490541553500435,36.24316974287278,35.693543160936635,33.04875093300396,32.74542455143118,31.935039198609896,30.6635567746981,42.871673488772366,47.335515870269205,52.08947715272086,49.742434693933184,40.79204533002585,41.606418031458446,44.87304288401308,49.14057018693235,46.19752748717661,41.99286187168147,40.61931903237316,37.03635640520663,35.15254802238979,36.18630854377101,37.601038496935566,38.40970840020761,42.0241877249558,57.993199319533055,61.01461062395239,59.301885535067775,52.07408106187217,42.9903139063378,39.29972669383528,37.27085351282989,36.07823727995005,38.550605089180586,38.48898180272693,36.795489824891966,36.662844579886745,41.86501669336073,39.854270501833945,34.00315331110105,32.62177963865167,30.74572412654184,28.475483990303808,23.16594508361301,19.184695474466658,16.68978540776194,,L7
1999-07-26 20:53:05+00:00,-0.1787978543227878,-7.603915631227196,-12.11120714310602,-14.202093289209609,-12.747971874153096,,13.797246354895815,21.290063749627464,24.43366219028772,,11.988814338997626,6.85079368811662,0.4923123544825872,5.162098320494652,10.276940735990154,13.25852072146339,9.291235542436576,23.302861357640943,22.82826511733402,21.059540100632564,17.882261774396046,14.211343035654714,13.086021349531814,8.729615015460881,6.870860704555869,9.852012015338488,3.2474503212808346,-2.736213381986652,1.5311129067548692,3.3243414616571902,5.429243130156503,8.941156477981833,11.66970591272358,14.005653143424473,21.38033099682952,23.590759414942617,22.869806267438708,24.84143408154585,21.276840069532305,21.5331508080581,19.270920735018,17.99617726598435,16.83779681838914,20.99625966870291,19.881528090863323,22.0378608022056,18.219298393363164,17.847725203991914,18.83460798568943,21.890996196791463,26.686532625904785,21.96541820575102,28.0504683787291,35.54091544520416,44.945415806975085,53.788485743962376,54.57879370121453,46.85507184035896,45.398503104917886,53.801646591194,57.07819819664972,52.83987927160126,46.820465559836286,39.185086617674045,29.607743124544648,20.425356468435567,15.982023829877152,20.163692457873704,26.405632439852504,38.674070763693976,91.14558679316028,92.48824133668624,82.6204155418848,52.36546917461072,47.89026596787132,46.95337827210388,48.041349408815904,44.18444035069637,42.01171525875272,32.75437445554235,32.29478952767093,37.025573163212286,37.242023120336334,33.71451903252011,45.0422471881285,,,21.90316633062529,18.703151548072302,18.31991201688088,18.27092910212768,26.69244517166841,27.61960854286818,32.45369968026251,34.30558776470015,32.63094239312362,29.96299356238876,27.83376618020048,27.35167330691121,29.095895456682847,29.527418051397174,30.90488160948361,34.24903824491135,37.25316061198309,39.18781043755072,39.66781039917143,39.739659492443785,44.608883058419295,47.483114720897404,45.35173658017278,46.18737826681176,45.90923512647315,43.529721846730254,42.63751134953034,40.1699698372916,38.673792665918064,35.65878123664269,32.244223398299944,43.39715839659179,46.77213765474868,52.207541567067125,48.32355853190472,39.962172818344506,43.66381469424408,42.69962830325943,45.97480609579574,47.01779095257937,54.37092893731708,52.144298938210085,53.64214655320294,65.35674893551142,66.0497376311365,63.77118079136956,48.83520559922157,39.32473657038651,37.6638211644024,36.30655612825613,39.587432392639215,41.22719974235432,42.2434805876398,37.07284323959061,34.70315385363743,39.9195206619097,40.52284385466223,40.06979675304741,41.56988262117158,41.87258406997809,42.05174471763293,38.771742541876925,37.79117156516758,35.67555681995924,28.829500614115364,L7
1999-08-11 20:53:07+00:00,-8.100097943548663,-11.06801043309575,-12.896994847154126,-8.01315954474623,,,19.38967240473785,22.37257154385783,28.316312448799,26.403898792799293,27.856300900347456,18.21416731278482,12.739653507588525,9.362546427509823,10.971167535390572,12.511571285709469,8.31581352784311,25.03983627771005,23.477772357083563,21.023513501974044,17.556889449107413,14.09888905524457,15.285030107784197,10.602559758319892,9.560278628802044,9.137728125764063,0.3290704879784794,-4.250770385752225,-1.3344982060333903,0.401956813284692,2.6699941309835937,6.225896405030189,10.649353021365904,12.851482872114126,20.27450940587429,22.449129505874897,20.06745280296208,16.581947082943305,14.76071556601798,16.36489413031521,18.350479302164874,25.68987809236909,24.37113597414299,21.943794092337363,21.373656445244503,22.60992550043037,23.272830963154814,22.32373646636553,24.53175705456457,24.343394781702564,31.74741732498362,29.05789215501258,36.03062955626064,43.917614936873925,52.0181537436351,58.004264525720416,58.79522972596286,50.95648743194509,46.30937590517514,54.24293587712032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.044009982371314,50.97503753697241,53.70830936227273,53.10402721091152,52.93914617003032,46.86010074188687,49.68175854054265,52.07159456325021,58.16782268378077,55.41323303421644,46.16939621481749,40.93304725891421,40.222123349340144,52.95089516426703,51.16171995092672,52.483041728795385,49.142792198690856,47.57488118840968,51.69158094852761,57.12960559617792,57.65647274460505,54.85331990831993,47.6494871259167,47.60512312023554,47.72915923516174,45.69823340977605,51.646476089869815,50.59450474686427,49.40370209917816,49.39171849742777,48.38335207440781,48.01278856933656,50.85782217582835,46.94009984039221,45.73199631672653,50.018786362433794,44.09487127704936,42.6120908387053,41.5987868121911,39.83047608465823,L7
